"TajD.DRC"	"TajD.Gambia"	"TajD.Kenya"	"position"
-2.62555058790916	-2.60418926144728	-2.59486888456449	575001
-2.60262416027461	-2.54478056082521	-2.49222659767888	577501
-2.45664487295396	-2.40957506574749	-2.00755801960616	580001
-2.47038024737001	-2.43272188472243	-2.02219842275397	582501
-2.42067612773766	-2.45914332130431	-2.11717386794013	585001
-2.40068299315698	-2.4353057603315	-2.2103759269666	587501
-2.53842368313224	-2.60194810551306	-2.56683998322406	590001
-2.60823029906528	-2.68142200562003	-2.6168724253529	592501
-2.66709645951443	-2.68472364167141	-2.66506858292689	595001
-2.66153556782764	-2.68001546874805	-2.66923868872874	597501
-2.5652789058248	-2.53535506201582	-2.6001417726446	600001
-2.40046176880946	-2.38358704110955	-2.36731605502396	602501
-2.34060450710351	-2.401567317876	-2.18896252740807	605001
-2.37316733602125	-2.36054490003167	-1.98753350051092	607501
-2.32669379154502	-2.36099472194039	-1.97660021496638	610001
-2.33778682659387	-2.29726400656722	-2.14128965791996	612501
-2.22732318048431	-2.06862676354769	-2.17641437649062	615001
-2.13519765788693	-2.04778856138566	-2.29235454567055	617501
-2.28909639606155	-2.23437130872485	-2.39029859204033	620001
-2.35532253540658	-2.37006839656832	-2.42266398179827	622501
-2.30343326569648	-2.27805721805091	-2.24133987957009	625001
-2.07358188358985	-1.92717485494536	-2.04309495182724	627501
-2.0560467023572	-1.76650389293902	-1.94926988675697	630001
-2.16929034225685	-1.76811899757085	-1.97616889975888	632501
-1.94653165535011	-1.63211877191946	-1.76998488540321	635001
-2.35311552526951	-2.14988386769529	-2.08715791572679	637501
-2.37984284972405	-2.20163224062406	-2.23758883408899	640001
-2.26860607749035	-2.0656357054753	-2.08248564716895	642501
-2.48865376012985	-2.42726961163913	-2.43399557435752	645001
-2.43462449183022	-2.45656280010266	-2.42583441841499	647501
-2.39347354471401	-2.45807878222059	-2.43602534316802	650001
-2.44077576315387	-2.48369427086558	-2.50054860569449	652501
-2.52111446576772	-2.47426314435984	-2.48131324449465	655001
-2.39801428757358	-2.44943864504947	-2.40507629459254	657501
-2.51283115841456	-2.50148805315522	-2.47019392349253	660001
-2.57865149193453	-2.55474044642252	-2.58667095988415	662501
-2.58135680272382	-2.57996590072733	-2.65130367398182	665001
-2.66368837045066	-2.61406636985042	-2.67124185757814	667501
-2.68827007488934	-2.57548667243016	-2.63110332830583	670001
-2.68967367732062	-2.5637878227377	-2.64777186069174	672501
-2.63858879462568	-2.49834914614217	-2.57876463553356	675001
-2.66367795444301	-2.53652940629515	-2.61458000806446	677501
-2.66609727814194	-2.57124259493982	-2.64219415999821	680001
-2.63483447908794	-2.55553699332631	-2.58764318543544	682501
-2.70187555024966	-2.59706429793434	-2.60044088873044	685001
-2.64281949484329	-2.53473376886154	-2.55955766819214	687501
-2.22432534054289	-2.08423587785515	-2.02613365786795	690001
-2.33296781539923	-2.12353564813203	-2.13218181715462	692501
-2.397453836017	-2.14705613056004	-2.20654458609545	695001
-2.45905918120881	-2.20156971642263	-2.27802183732832	697501
-2.64045499938873	-2.35928244941186	-2.48361819994417	700001
-2.63153797667038	-2.38926920672745	-2.44498822221667	702501
-2.61019436307501	-2.41404559641882	-2.37959269284882	705001
-2.62801617063862	-2.4548378852338	-2.38639801635856	707501
-2.6805634152179	-2.61009229249703	-2.47031708649917	710001
-2.66051175347816	-2.60754946327993	-2.47171793601404	712501
-2.65437331486947	-2.61123756500214	-2.50013616547636	715001
-2.54864969078202	-2.53608852330896	-2.43165072358683	717501
-2.47604830820752	-2.48330160825003	-2.400649045291	720001
-2.50367199027544	-2.44210087422592	-2.43847249958405	722501
-2.51773247758314	-2.4241934962162	-2.41091669331374	725001
-2.60570489455873	-2.53046740512559	-2.50279181257815	727501
-2.69617322592795	-2.62165105384182	-2.62359125069127	730001
-2.62567493687347	-2.5175698183187	-2.53880287854502	732501
-2.62173748285692	-2.50728184515356	-2.56017150470213	735001
-2.61620172061597	-2.45757731823712	-2.50939169797638	737501
-2.66468135788423	-2.51904220137847	-2.50640880759808	740001
-2.73556999657751	-2.6422626932753	-2.5877232399969	742501
-2.4518677265342	-2.29812576010402	-2.0969321041985	745001
-2.46916346687202	-2.30777741787858	-2.07439736817416	747501
-2.32719221010648	-2.10683072502558	-1.8624392217375	750001
-2.37531651332775	-2.23531419560747	-2.01050699297854	752501
-2.69015888155949	-2.62532278081639	-2.60777959032047	755001
-2.50812345728598	-2.45994824337381	-2.46881453363316	757501
-2.54439136652882	-2.49155379114775	-2.53345286098445	760001
-2.40762371215746	-2.3793121241799	-2.42881256927147	762501
-2.42870595150651	-2.40805206954205	-2.45696593005718	765001
-2.56267032237621	-2.54771084016408	-2.51258766622139	767501
-2.51727666912087	-2.51644135756582	-2.46635287088944	770001
-2.64229483700035	-2.57932321343754	-2.56426090696513	772501
-2.62112473155652	-2.53944987112526	-2.50180985197823	775001
-2.59680107245617	-2.48766189723278	-2.5190850902548	777501
-2.50928210450374	-2.38312620805973	-2.41295905792199	780001
-2.37581266966147	-2.17480384109796	-2.20841498237508	782501
-2.3528496363307	-2.0320909402657	-2.14710773544053	785001
-2.152179093663	-1.88340817470619	-1.98811632815635	787501
-1.79031513488279	-1.43546124593135	-1.59515002268742	790001
-1.72950144396666	-1.55426441841099	-1.62970267323989	792501
-1.51679901332212	-1.6167602099891	-1.54588376616291	795001
-1.8318482067517	-1.78585594657235	-1.93355088445794	797501
-2.19412452928733	-1.96515505818524	-2.20500510561036	800001
-2.06772209651933	-1.84091111403407	-2.00626972990348	802501
-2.16283152987501	-1.80453467080136	-2.16990777011267	805001
-2.10815171405666	-1.67459311077	-2.04965936077028	807501
-1.29742100504667	-1.82913996940166	-1.65786468890547	810001
-1.33193192812206	-1.93005380691708	-1.87283703146159	812501
-1.23081680153637	-2.06537129702896	-1.84854785885898	815001
-1.75336713558052	-2.31997607136391	-2.11205051564428	817501
-2.56839107899063	-2.51067833024318	-2.63170818477919	820001
-2.46059617656373	-2.3547692778707	-2.62284398331488	822501
-2.29163212794752	-2.31355619187708	-2.51369435062731	825001
-2.18046039008053	-2.18839171339525	-2.46318877345569	827501
-2.19627690889028	-2.17372872221141	-2.46457636122602	830001
-2.18082170939323	-2.21161659055136	-2.3817943565359	832501
-1.76225897792748	-1.51228336153446	-1.72174482569242	835001
-0.90045591483481	-0.530089198024247	-0.672149390331325	837501
-0.602140004192251	-0.0867947074799158	-0.368180814048209	840001
0.00145763762023567	0.827554550114759	0.176851636287434	842501
0.50470144611073	1.18942278958414	0.564108078497015	845001
0.322119328162379	1.17164903266738	0.331142834012743	847501
0.279767333584493	0.945970973646743	0.393643043492193	850001
0.0174176340384767	0.595653050691959	0.284194027715025	852501
-0.365648171326425	-0.0383521201562667	-0.372934584691402	855001
-0.874061335341898	-0.770306249349499	-0.679037455095845	857501
-0.722870129805294	-0.596177083563523	-0.500734992898242	860001
-0.878633664779802	-1.08911259377235	-0.760281172143582	862501
-1.90657585999502	-1.94585146653952	-1.67915212146534	865001
NA	NA	NA	867501
NA	NA	NA	870001
NA	NA	NA	872501
NA	NA	NA	875001
NA	NA	NA	877501
NA	NA	NA	880001
NA	NA	NA	882501
NA	NA	NA	885001
NA	NA	NA	887501
NA	NA	NA	890001
NA	NA	NA	892501
NA	NA	NA	895001
NA	NA	NA	897501
NA	NA	NA	900001
NA	NA	NA	902501
NA	NA	NA	905001
NA	NA	NA	907501
NA	NA	NA	910001
NA	NA	NA	912501
NA	NA	NA	915001
NA	NA	NA	917501
NA	NA	NA	920001
NA	NA	NA	922501
NA	NA	NA	925001
NA	NA	NA	927501
NA	NA	NA	930001
NA	NA	NA	932501
NA	NA	NA	935001
NA	NA	NA	937501
NA	NA	NA	940001
NA	NA	NA	942501
NA	NA	NA	945001
NA	NA	NA	947501
NA	NA	NA	950001
NA	NA	NA	952501
NA	NA	NA	955001
NA	NA	NA	957501
NA	NA	NA	960001
NA	NA	NA	962501
NA	NA	NA	965001
NA	NA	NA	967501
NA	NA	NA	970001
NA	NA	NA	972501
NA	NA	NA	975001
NA	NA	NA	977501
NA	NA	NA	980001
NA	NA	NA	982501
NA	NA	NA	985001
NA	NA	NA	987501
NA	NA	NA	990001
NA	NA	NA	992501
NA	NA	NA	995001
