"TajD.DRC"	"TajD.Gambia"	"TajD.Kenya"	"position"
0.0174176340384767	0.595653050691959	0.284194027715025	852500
-0.365648171326425	-0.0383521201562667	-0.372934584691402	855000
-0.874061335341898	-0.770306249349499	-0.679037455095845	857500
-0.722870129805294	-0.596177083563523	-0.500734992898242	860000
-0.878633664779802	-1.08911259377235	-0.760281172143582	862500
-1.90657585999502	-1.94585146653952	-1.67915212146534	865000
NA	NA	NA	867500
NA	NA	NA	870000
NA	NA	NA	872500
NA	NA	NA	875000
NA	NA	NA	877500
NA	NA	NA	880000
NA	NA	NA	882500
NA	NA	NA	885000
NA	NA	NA	887500
NA	NA	NA	890000
NA	NA	NA	892500
NA	NA	NA	895000
NA	NA	NA	897500
NA	NA	NA	9e+05
NA	NA	NA	902500
NA	NA	NA	905000
NA	NA	NA	907500
NA	NA	NA	910000
NA	NA	NA	912500
NA	NA	NA	915000
NA	NA	NA	917500
NA	NA	NA	920000
NA	NA	NA	922500
NA	NA	NA	925000
NA	NA	NA	927500
NA	NA	NA	930000
NA	NA	NA	932500
NA	NA	NA	935000
NA	NA	NA	937500
NA	NA	NA	940000
NA	NA	NA	942500
NA	NA	NA	945000
NA	NA	NA	947500
NA	NA	NA	950000
NA	NA	NA	952500
NA	NA	NA	955000
NA	NA	NA	957500
NA	NA	NA	960000
NA	NA	NA	962500
NA	NA	NA	965000
NA	NA	NA	967500
NA	NA	NA	970000
NA	NA	NA	972500
NA	NA	NA	975000
NA	NA	NA	977500
NA	NA	NA	980000
NA	NA	NA	982500
NA	NA	NA	985000
NA	NA	NA	987500
NA	NA	NA	990000
NA	NA	NA	992500
NA	NA	NA	995000
