"TajD.DRC"	"TajD.Gambia"	"TajD.Kenya"	"TajD.Myanmar"	"position"
-2.69849222778609	-2.60710829690384	-2.67666684558139	-0.92192175794653	135001.5
-2.69331420231704	-2.60872262804204	-2.69664599438589	-0.784877204177693	137501.5
-2.75359129401434	-2.68398003588801	-2.78342486969132	-1.76358901976975	140001.5
-2.77028997864694	-2.70542324644285	-2.79102727206384	-1.83709906763043	142501.5
-2.75486635613904	-2.63354495015168	-2.75764071446763	-1.94341267282677	145001.5
-2.76006640244341	-2.6360606417204	-2.751304676063	-1.97362664137877	147501.5
-2.76717034229668	-2.61881940513483	-2.72336053246779	-1.65898663034663	150001.5
-2.79383292342025	-2.68502428268905	-2.75393177717867	-1.92726957860809	152501.5
-2.7913456726522	-2.67732455835938	-2.73938068485401	-1.98591035956994	155001.5
-2.78904059970984	-2.6802267257782	-2.7204329802688	-1.66688461152871	157501.5
-2.7605231261151	-2.67683773509394	-2.69261597329373	-1.56518491655386	160001.5
-2.71195808213273	-2.64897011001632	-2.64341202620437	-1.19883070430498	162501.5
-2.72535683225208	-2.69808710189931	-2.71110744708749	-1.22759025188392	165001.5
-2.74288751155722	-2.69074886803538	-2.70331745184762	-1.61447532260389	167501.5
-2.76179620349875	-2.68477119977045	-2.74670312619784	-1.62208249817618	170001.5
-2.74974940900248	-2.66327570888234	-2.69327330533186	-1.67111003655593	172501.5
-2.74640117089857	-2.62339424336642	-2.64040693301944	-1.70742893732783	175001.5
-2.75626852275694	-2.63694880046524	-2.67545755278832	-1.59371308566918	177501.5
-2.76003167975167	-2.64637348353074	-2.65426587159056	-1.84779773279924	180001.5
-2.7777030952762	-2.61553013531104	-2.7029083100951	-1.93703377917671	182501.5
-2.78971051096693	-2.64345615945553	-2.71310178304918	-1.65590543586099	185001.5
-2.75349762741491	-2.6328208829639	-2.68761712469026	-1.7913885104901	187501.5
-2.73766108644355	-2.59834831736157	-2.67831135967207	-1.58588794029475	190001.5
-2.75869683037969	-2.60964560111733	-2.68324327218265	-1.6100801855628	192501.5
-2.69285634077302	-2.48467967229623	-2.55106215865309	-1.5621970262945	195001.5
-2.6882075831982	-2.38174415685924	-2.50517170815351	-1.5447348016263	197501.5
-2.69862594114939	-2.44983959366949	-2.53830867695517	-1.54805298845511	200001.5
-2.66372024874336	-2.42397956653954	-2.51544851306652	-1.45073739644324	202501.5
-2.68068518497493	-2.52360757316443	-2.61360721984101	-1.7075558386297	205001.5
-2.74159598454841	-2.69290582754394	-2.7390525405342	-2.03372226558698	207501.5
-2.69467890610759	-2.71059445407545	-2.68117901030977	-2.05384725598952	210001.5
-2.62488243484431	-2.62427203636277	-2.59967533572408	-1.78300172310369	212501.5
-2.66791550309349	-2.63355721058679	-2.63977840853539	-1.8173816366783	215001.5
-2.66144993926012	-2.58725123293397	-2.55602249857706	-1.44518359566804	217501.5
-2.664799097963	-2.55091304361996	-2.54581745542644	-1.52867833088601	220001.5
-2.65773893338955	-2.52248214584022	-2.5464225501777	-1.10478633033884	222501.5
-2.63254100338209	-2.54075301361759	-2.48628395613726	-1.04757350549413	225001.5
-2.54897278786879	-2.42775541504235	-2.47089364337682	-0.82352510707107	227501.5
-2.53881831149948	-2.34418994940833	-2.46166980151694	-0.713181870585093	230001.5
-2.64138158294669	-2.50811598722849	-2.5062265750181	-1.48693632884543	232501.5
-2.68745647161217	-2.54540720261212	-2.59869017534864	-1.4254603842417	235001.5
-2.70766080864934	-2.55283477268493	-2.63145841815781	-1.59124331505442	237501.5
-2.72090866065079	-2.60028601792547	-2.6542681109098	-1.6056523866356	240001.5
-2.65508096882584	-2.52624880485558	-2.58245067106508	-1.46150749953202	242501.5
-2.61909393691496	-2.49216357372237	-2.52652942202347	-1.41232225590876	245001.5
-2.46478193793859	-2.55728227753116	-2.17741647272404	-1.56854375242442	247501.5
-2.41702387993398	-2.53440784887363	-2.08861623931471	-1.39779180487551	250001.5
-2.53989123900397	-2.67769554094372	-2.3672649568863	-1.8073808766005	252501.5
-2.58391593928657	-2.69369831858826	-2.42217393662716	-1.93297212129175	255001.5
-2.73730662201098	-2.70925655378619	-2.67434769861557	-2.08912651255271	257501.5
-2.76011252145073	-2.73074569545645	-2.71671311853676	-2.05179551827333	260001.5
-2.76869255553817	-2.69996937864958	-2.72206786837957	-1.96064433672531	262501.5
-2.76021975400227	-2.6436337439982	-2.69684968669559	-1.50525568510356	265001.5
-2.69905332212976	-2.57944779938956	-2.66997570151746	-1.06367384194064	267501.5
-2.54350371164287	-2.37282619808331	-2.50993767777036	-1.31460641959048	270001.5
-2.43065191690772	-2.30552526645633	-2.33739252725204	-1.28746823293551	272501.5
-2.21065883820639	-1.99264604072958	-2.09938298579809	-0.314424149741294	275001.5
-2.26249572561163	-2.04110549299957	-2.09219799528279	-0.541006658758388	277501.5
-2.42507835653665	-2.15605186850942	-2.19779977474902	-0.674788029088692	280001.5
-2.40976985840517	-2.15221818559377	-2.23611614192135	-0.574425359704921	282501.5
-2.61568952659424	-2.53943915328373	-2.5252912612687	-1.51651065485714	285001.5
-2.19784267425442	-2.0708243944223	-2.06506170047344	-0.748578790855023	287501.5
-1.97066539838871	-2.00984814442609	-1.88928730222122	-0.321239465490866	290001.5
-1.93690822937959	-1.97793448085957	-1.89245495290535	-0.867087802546011	292501.5
-2.01285949553728	-1.81475354868707	-1.82572863277853	-0.692915005989647	295001.5
-2.49745528357175	-2.34041427969863	-2.32095847913109	-1.36369831733095	297501.5
-2.54977028974666	-2.30532618567623	-2.39095103141681	-1.77585330023004	300001.5
-2.62674906578262	-2.33044263336288	-2.40320800578618	0.398072318909826	302501.5
-2.56422262725049	-2.27159884319986	-2.32888580749037	0.465302825178184	305001.5
-2.33097563105038	-1.87122725174426	-1.95695558001067	0.610260317005118	307501.5
-2.36997641349892	-1.93936575575742	-2.07355738337887	0.604694369711374	310001.5
-2.47782390776793	-2.08314655867711	-2.31272468928921	-0.153665662116023	312501.5
-2.441024397844	-2.18568590155585	-2.29430078034011	-0.182859998846579	315001.5
-2.38617114360349	-2.11055154049394	-2.25931525025296	-0.389010835033754	317501.5
-2.29817713268077	-1.96409980167346	-2.13044649059848	-0.761048040726714	320001.5
-2.20553747189203	-1.98692169532587	-1.9934338832809	-1.03206272106411	322501.5
-2.25603153359703	-1.96247677316337	-2.08162653306244	-1.3813658258073	325001.5
-2.52388384806903	-2.32363090545505	-2.40331417367598	-1.87704079311339	327501.5
-2.68698434664285	-2.65132185947823	-2.61533890780108	-1.76553725437718	330001.5
-2.77427040372805	-2.703827764858	-2.72082465627911	-1.83958386684191	332501.5
-2.73070260959865	-2.61333939198484	-2.67020628934411	-1.92126604082637	335001.5
-2.73858224799602	-2.64952429334218	-2.67843251235487	-2.04098812587338	337501.5
-2.73248525513618	-2.62189844113678	-2.64169074475963	-2.39653440312837	340001.5
-2.72444817294573	-2.54945659121603	-2.62735988974813	-2.31635990582157	342501.5
-2.76877977785679	-2.60090908639389	-2.68443903231897	-2.27743138946472	345001.5
-2.73416323200109	-2.5336483617335	-2.6491846820397	-2.49597058176124	347501.5
-2.68378582574117	-2.52370741332512	-2.61696021549967	-2.46567940095194	350001.5
-2.66880438332441	-2.57541226380762	-2.58359430512529	-2.47804981582651	352501.5
-2.6511585525924	-2.65092340298013	-2.58641441316337	-2.43185026857133	355001.5
-2.67902189334729	-2.70577712068943	-2.62211363839005	-1.90408449778712	357501.5
-2.74375719287589	-2.71889407219646	-2.7132292759018	-1.96873551555592	360001.5
-2.7284485443822	-2.60970954627492	-2.70495597375178	-1.89377610847374	362501.5
-2.70489647606455	-2.57480881649924	-2.68933940751618	-1.74119475488433	365001.5
-2.65538651505223	-2.36686455869013	-2.58129073695107	-1.85679169158082	367501.5
-2.26275806148269	-1.62785711475332	-2.03232741086613	-0.350415708175068	370001.5
-2.03018941858265	-1.62727830800797	-1.93578404982525	0.25590085779819	372501.5
-2.05061642919027	-1.55067396780351	-1.94345725728003	0.275897712968817	375001.5
-1.99682795409032	-1.53733435477777	-2.00717831331104	0.719515105940443	377501.5
-2.4294489010582	-2.23848088529037	-2.45345273135092	-0.599580436264178	380001.5
-2.58792082520609	-2.31664625932766	-2.47214490078197	-1.17766552529747	382501.5
-2.65678081745819	-2.5165407350834	-2.53414128887006	-1.0368824832271	385001.5
-2.70316575266614	-2.53852086969887	-2.6388844353643	-1.85543788514392	387501.5
-2.67299229279672	-2.55251191314292	-2.61673740851286	-1.87817842118264	390001.5
-2.69350824509436	-2.55018556941634	-2.64738133857701	-1.93222210150354	392501.5
-2.66603345276256	-2.58155165532128	-2.63518079667377	-2.26031041905187	395001.5
-2.62821413377589	-2.56324058845367	-2.61801912882301	-2.21023608162221	397501.5
-2.40297054249643	-2.32624832392895	-2.33202820239494	-1.77630159171066	400001.5
-2.28787257387901	-2.2881190005062	-2.20554272690541	-1.56865035540108	402501.5
-2.25678759732133	-2.23743912904736	-2.16640879895306	-1.55742027256972	405001.5
-2.23249609641666	-2.25411236155906	-1.96890431328166	-1.28648760012066	407501.5
-2.55509318727096	-2.46966387663126	-2.40623278125496	-1.03292953011744	410001.5
-2.41103734500532	-2.32278456778702	-2.18057819963656	-1.09786391276967	412501.5
-2.48900774549816	-2.38003592597804	-2.23571903017258	-1.16395968933563	415001.5
-2.49819658584093	-2.31494561551828	-2.22718297418912	-1.3972450234294	417501.5
-2.52346712685666	-2.36184506976029	-2.24768101965098	-1.74384498561976	420001.5
-2.69799416356593	-2.53574128049574	-2.56528445526069	-1.97561574764668	422501.5
-2.69076792415498	-2.46645414297067	-2.58820317140975	-2.03806935873438	425001.5
-2.71706692430335	-2.56233374671002	-2.61863553780526	-2.03392775107758	427501.5
-2.67370676860051	-2.48421304263385	-2.54458404078207	-2.08414737003642	430001.5
-2.66140870913706	-2.48648736627355	-2.50393614319467	-1.94229989139811	432501.5
-2.48922614247713	-2.2571799853373	-2.22646757352185	-1.71753182590227	435001.5
-2.4465230297235	-2.22920794138006	-2.24809866270844	-1.54457471019651	437501.5
-2.57904727439349	-2.33874149962628	-2.38871683959732	-1.67992435925116	440001.5
-2.61695931587094	-2.30665809844997	-2.37310733651206	-1.7236703655905	442501.5
-2.73237784672384	-2.5082529456708	-2.53029397278383	-1.91156139512542	445001.5
-2.75531546737706	-2.53552196261061	-2.56870980402358	-1.85504764353459	447501.5
-2.74807635838526	-2.53393481481043	-2.5517579173701	-1.86562559738751	450001.5
-2.73549945884935	-2.58380307701941	-2.54626503231417	-2.07566723680453	452501.5
-2.75887327945334	-2.66022316119229	-2.59044862951661	-2.16715372183784	455001.5
-2.73019715967807	-2.66704547489029	-2.5496112886002	-2.34091140053758	457501.5
-2.69976819646762	-2.65882658035405	-2.59311751158419	-2.30934150239756	460001.5
-2.62540030599626	-2.49199905075613	-2.46566039776513	-1.84176024238935	462501.5
-2.52053555848885	-2.39315120639503	-2.42846477875541	-1.80948858157814	465001.5
-2.27795621448777	-2.0336047740048	-2.01120623027552	-0.418258907656879	467501.5
-2.30877249673437	-2.05612713431322	-2.02352903145741	-0.41054844398223	470001.5
-2.3759842378688	-2.11933818866735	-2.12531949184388	-0.783949077452426	472501.5
-2.45257442310079	-2.19576469008759	-2.19740820760266	-0.665325514730611	475001.5
-2.68551074788969	-2.53300752475252	-2.58325298527172	-2.04933601415631	477501.5
-2.6310607937149	-2.44712895896557	-2.52622698182799	-1.90978162565146	480001.5
-2.62993418607558	-2.48151814859444	-2.51487730744214	-1.52477689686442	482501.5
-2.67745824519564	-2.49272711739201	-2.51533662593978	-1.74281647914149	485001.5
-2.73944291560057	-2.55620637250268	-2.58283955706208	-1.67250198709496	487501.5
-2.74290534130636	-2.62248100939629	-2.56619234403455	-1.81268569600559	490001.5
-2.75465376346984	-2.62460688108055	-2.56536442588848	-2.09082396417288	492501.5
-2.65080238392728	-2.61818619275298	-2.33826275033847	-1.70746846482125	495001.5
-2.50195854742498	-2.52636066956431	-2.24358499485251	-1.39274957996517	497501.5
-2.47311879768317	-2.37591330772303	-2.13603146225073	-1.36931339841094	500001.5
-2.48223358070126	-2.36637430133971	-2.18806837519443	-1.02308093895405	502501.5
-2.49210828329826	-2.22652374304049	-2.25667642981868	-0.782350178971098	505001.5
-2.59419538491642	-2.33092292245914	-2.34229229091249	-1.26965828480255	507501.5
-2.68153616751784	-2.51959987611984	-2.59393642054484	-1.23793368016192	510001.5
-2.56049927478321	-2.37815707601725	-2.41873351452848	-1.45443035087561	512501.5
-2.42595799697863	-2.28437479317131	-2.20468669888985	-1.12994663587108	515001.5
-2.38954735570884	-2.19753178235294	-2.19194581616838	-1.11611120560503	517501.5
-2.32118272690731	-2.13574815270265	-2.09146960155596	-1.06276340021239	520001.5
-2.4173224186658	-2.21910085525166	-2.2241068293318	-1.01050810726083	522501.5
-2.59914327211975	-2.31491568998774	-2.50483840420163	-1.10519622389443	525001.5
-2.61255561015314	-2.43545377389111	-2.47494355072045	-1.17107334504657	527501.5
-2.64488608844106	-2.4648516042195	-2.52368722717385	-1.08166661347933	530001.5
-2.63232305208046	-2.53237701004745	-2.50762066544977	-1.19279687072133	532501.5
-2.6324019946831	-2.56993944447804	-2.46111309750799	-1.37571804653611	535001.5
-2.69538094851363	-2.65719262213908	-2.59291250163158	-1.43079232813194	537501.5
-2.64002528801529	-2.59704130789318	-2.51119408592177	-1.63987732058878	540001.5
-2.66988398462902	-2.60409675080907	-2.55994133515873	-1.50816366329528	542501.5
-2.58412202179304	-2.48304392738602	-2.48949477162751	-1.50866951002752	545001.5
-2.54924309348376	-2.26913996965108	-2.40489697955074	-1.5934456447893	547501.5
-2.59776038751631	-2.31837820887033	-2.50804331246844	-1.72612257730067	550001.5
-2.4369915323642	-2.13643638016362	-2.28000641621139	-1.6623729497392	552501.5
-2.42705228752231	-2.20755266910912	-2.29764068592615	-1.8682730279726	555001.5
-2.44334880791626	-2.41664820666572	-2.4063654263597	-1.84725027528569	557501.5
-2.47806832613888	-2.40063400859083	-2.41967777240879	-1.69941499646055	560001.5
-2.61927241660588	-2.58281375048682	-2.63980217204127	-1.80577677189743	562501.5
-2.71963914333252	-2.66012572953947	-2.70476039517206	-1.71554163330837	565001.5
-2.74213123678001	-2.68240860765492	-2.72238109033974	-1.82390136058974	567501.5
-2.72120817384902	-2.66870943693187	-2.69109371490589	-2.04024996709488	570001.5
-2.72169783918775	-2.65870084219476	-2.64502245378024	-2.09347021770389	572501.5
-2.72065273862543	-2.66719258112477	-2.65013134800966	-1.96799457475126	575001.5
-2.67328251395336	-2.59372247391102	-2.59100443058545	-1.69378255332024	577501.5
-2.53410339435226	-2.43634171334172	-2.38915457310423	-1.11060004879724	580001.5
-2.55023841916595	-2.46799791331514	-2.43686681741752	-0.786336174766822	582501.5
-2.51774296314255	-2.48410432906265	-2.50205270980626	-1.02779339311478	585001.5
-2.51126151563858	-2.50569628006593	-2.48366240756271	-1.37328390827989	587501.5
-2.65539382888579	-2.68557490447491	-2.67367264650488	-1.62495442688411	590001.5
-2.70549116947731	-2.72529149684116	-2.6606866515733	-2.17475909737678	592501.5
-2.73218688782123	-2.73215681708491	-2.66198701241913	-2.36920457231601	595001.5
-2.72985148248707	-2.72030711852936	-2.67781841982587	-2.21168245726699	597501.5
-2.65265961593498	-2.5790698630321	-2.56568233244745	-2.21692214601025	600001.5
-2.5065290945179	-2.48744276967388	-2.43232552233882	-2.03441156555934	602501.5
-2.48188009143893	-2.49129837775908	-2.40093658975474	-2.03782534787343	605001.5
-2.45407846413408	-2.48223057076162	-2.19658715317443	-2.1647612611588	607501.5
-2.44448891138569	-2.5299378631828	-2.21469236795002	-2.1647612611588	610001.5
-2.40758477266306	-2.48944317368757	-2.28856569535224	-1.84274794428666	612501.5
-2.17524918289187	-2.28927514108261	-2.14629215253235	-1.0651751920378	615001.5
-2.14942188151214	-2.2467898961793	-2.29750127329351	-0.884782978683489	617501.5
-2.25107789258731	-2.30183813768933	-2.38195089534525	-0.980241968466526	620001.5
-2.35699638385879	-2.3925026594267	-2.38719424524057	-1.19757453377238	622501.5
-2.28402071402754	-2.27487168801909	-2.24756303159271	-1.49370129409284	625001.5
-2.06220780442828	-1.93391495026942	-2.04229294566092	-1.40839329800724	627501.5
-1.98547803639087	-1.86201355485195	-1.94894659117343	-1.12585862834622	630001.5
-2.02644482702524	-1.9297729232876	-1.99704078817543	-1.01867674180987	632501.5
-2.00527636290471	-1.86034629085155	-1.91485196532485	-0.287009092110558	635001.5
-2.3629885558132	-2.30643921808319	-2.27335940945467	-0.368398240251517	637501.5
-2.42163093647428	-2.32216002992068	-2.35627259619861	-0.877119691159811	640001.5
-2.31838120019408	-2.25147823906019	-2.21138841636134	-1.1517857903257	642501.5
-2.57444627630447	-2.51702183625965	-2.50196824701917	-2.23815539681437	645001.5
-2.57079861070013	-2.53899342524036	-2.43031406205201	-1.99527849528357	647501.5
-2.56578480099144	-2.55252170211448	-2.46473189015634	-1.85950039654551	650001.5
-2.62603556587773	-2.55627553042134	-2.53775532289765	-2.07410198358187	652501.5
-2.59507144136399	-2.54085334074912	-2.49647731282545	-2.07531426132341	655001.5
-2.50082510247422	-2.49490841697755	-2.45074931544403	-2.05095208024375	657501.5
-2.55845520832454	-2.51733068473069	-2.50952345705505	-2.22720346850664	660001.5
-2.58755915128074	-2.55878515015772	-2.56602990210655	-2.07716230965313	662501.5
-2.56701621949504	-2.58058831629488	-2.64940479896258	-1.87224702529917	665001.5
-2.6458124216459	-2.61069923565354	-2.66559364722869	-2.0963997540185	667501.5
-2.67654125309753	-2.5945411630495	-2.61817886889309	-1.71299262834169	670001.5
-2.67524856469768	-2.59773138987129	-2.65500045083557	-1.76784206352997	672501.5
-2.69769990397027	-2.5783643059793	-2.60829790539932	-1.91087510251351	675001.5
-2.72331869047111	-2.58754016902659	-2.66423628121083	-1.89609023032411	677501.5
-2.73366533761101	-2.60972048741199	-2.67171408746064	-2.1523435299259	680001.5
-2.73879862754335	-2.59121474120246	-2.64986856626637	-2.10356458582235	682501.5
-2.75805949579905	-2.60632846837135	-2.62247413502855	-2.23373963609623	685001.5
-2.72906418114423	-2.58594458235667	-2.59235748667451	-2.30463864110248	687501.5
-2.48381761454381	-2.29650622101267	-2.29283728415034	-2.00749985165456	690001.5
-2.53028883009371	-2.32787500981129	-2.33295196295626	-2.04675943478814	692501.5
-2.55150352805287	-2.32243627107073	-2.42227050853368	-1.58278466591849	695001.5
-2.56008769832585	-2.33885947697915	-2.48123827010516	-1.66676165357095	697501.5
-2.62199081125034	-2.36862257624467	-2.51730195988839	-1.64108980205057	700001.5
-2.59835076123008	-2.39362469399467	-2.50595704332818	-1.55634215710501	702501.5
-2.59062714637966	-2.45416701797177	-2.45701413870673	-2.04758833046104	705001.5
-2.62613121768802	-2.52779506577252	-2.41895313687141	-2.04579431768563	707501.5
-2.69696882752095	-2.66053727845038	-2.60357107805595	-1.90068265703621	710001.5
-2.69947564750088	-2.66124883931417	-2.58580504610934	-1.97408212117075	712501.5
-2.6753281695061	-2.66455193705633	-2.56057327383342	-1.80337120093307	715001.5
-2.53713324118441	-2.57439588245124	-2.51457130766719	-1.83437915164387	717501.5
-2.46520152911023	-2.55273315111092	-2.43877297663431	-1.82595871111149	720001.5
-2.52770481312697	-2.53601734093369	-2.47991377122274	-1.77780215263525	722501.5
-2.5579065951334	-2.53096565335259	-2.49681226582699	-1.63258082931017	725001.5
-2.65345211227043	-2.59777103847444	-2.56002109416549	-1.55139902563369	727501.5
-2.73703925375984	-2.66126217414471	-2.64133195655583	-1.92539819825724	730001.5
-2.67059928649097	-2.54305841824925	-2.55348203105919	-1.33092794307843	732501.5
-2.65828271832172	-2.49754178036958	-2.53880259194918	-1.4544862317037	735001.5
-2.66200948541881	-2.4818410058963	-2.47794806770406	-1.51278324490693	737501.5
-2.6936825277871	-2.55005577433061	-2.49583553441505	-1.59560223475587	740001.5
-2.75688839503475	-2.6851055173834	-2.58201983894214	-2.13461832243149	742501.5
-2.6166687952798	-2.44947059706379	-2.29561128218383	-1.55517441572369	745001.5
-2.64471113438721	-2.45342872552786	-2.30747501763504	-1.56937200944243	747501.5
-2.56229753206753	-2.28246742180082	-2.18398640851256	-1.28687432381224	750001.5
-2.56937379543274	-2.30742369246038	-2.35339471990114	-1.16246528154551	752501.5
-2.74379268836851	-2.65314478893049	-2.6914333214873	-1.8442894849777	755001.5
-2.63378526408577	-2.51631908524342	-2.61729053103573	-2.16824156028435	757501.5
-2.65355734367538	-2.54584501889286	-2.659561451307	-2.30934918534018	760001.5
-2.57743336951703	-2.49518247498912	-2.53544357917376	-2.37953885072016	762501.5
-2.57967338167344	-2.49839288321991	-2.52969558166914	-2.19758719234104	765001.5
-2.64111936374067	-2.58349705658137	-2.57280070526107	-1.94715410190928	767501.5
-2.5646899247071	-2.54291827021807	-2.49805694068193	-1.74201437566007	770001.5
-2.65467283976432	-2.5809597015117	-2.59101400578182	-1.73231125773306	772501.5
-2.60775111024936	-2.52148662105989	-2.54407196691721	-1.74012195137212	775001.5
-2.56896408781425	-2.51484381722711	-2.53600413955499	-1.41225653010334	777501.5
-2.56111434380766	-2.38330341480528	-2.45009614408911	-1.28703404499493	780001.5
-2.40395707567974	-2.14334689016719	-2.24968550521858	-1.49478557202085	782501.5
-2.37904645194829	-2.07341646745992	-2.15290752173199	-0.620994675427573	785001.5
-2.14769369336477	-1.85931252967034	-1.90937103908149	-0.590671519336965	787501.5
-1.89971289343384	-1.60440047289991	-1.57971567038902	-0.288927670278864	790001.5
-1.94952942712878	-1.7677777534404	-1.59822844961018	0.0288516128178188	792501.5
-1.81186082842631	-1.71442053274151	-1.57345700583086	-0.568491028600185	795001.5
-2.20741547362368	-1.95196223501841	-1.9838586678189	-0.346814099814545	797501.5
-2.35883656152092	-2.09860878923156	-2.23546953526824	-0.34503246370954	800001.5
-2.28714080323969	-1.94892719770448	-2.10338882616008	-0.095409762073258	802501.5
-2.40217838452259	-1.94894641591262	-2.2957963259205	-0.403543703822877	805001.5
-2.29754214023685	-1.80596584800087	-2.21628950668029	-0.678462262324828	807501.5
-1.69749238166603	-1.932920408623	-1.81078240190734	-0.537342392615624	810001.5
-1.65796256832569	-2.06626850069703	-1.88700480422702	-0.720088512869249	812501.5
-1.60710911847549	-2.224440720684	-1.83219170326408	-0.734734621531215	815001.5
-2.02533923846922	-2.43455320359193	-2.13848383535391	-1.03373759087849	817501.5
-2.57893005547044	-2.57529721744326	-2.61531594700371	-1.35459422730283	820001.5
-2.50844604708595	-2.44701489211	-2.60412724180012	-1.71439426248912	822501.5
-2.37723800820268	-2.34642526668806	-2.46539353588638	-1.71772879673251	825001.5
-2.25394937701219	-2.23407794693426	-2.41745404678307	-1.59044732683507	827501.5
-2.24139835784759	-2.28352700977002	-2.40013192282311	-1.75514876767211	830001.5
-2.262349887579	-2.30294143954775	-2.32617841798669	-1.09954822955422	832501.5
-1.87916040606707	-1.89487229647691	-1.85108841160172	0.0117150589595068	835001.5
-1.0082888455676	-0.95924664047063	-0.750387729113558	0.854227150908395	837501.5
-0.501753933884221	-0.279022176607025	-0.178813312736618	1.04129013953504	840001.5
0.282192282004468	0.619956304921627	0.441651521339779	1.70423559985038	842501.5
0.328987615745022	0.840172577573408	0.63359764147145	2.18094775599842	845001.5
0.0479729656720099	0.765489597796393	0.338828053255525	1.8939533636181	847501.5
-0.168539910054145	0.490970858147741	0.215533640378469	2.13890604125819	850001.5
-0.504977047793348	0.218864835879638	-0.0802369411211038	1.92822559726767	852501.5
-0.800866252446477	-0.246190177377782	-0.581795433863938	0.815116017783313	855001.5
-1.08561859249067	-0.825883010488301	-0.884977206585754	0.612780073083467	857501.5
-0.974737732020662	-0.686030784111342	-0.778013564979079	0.615771284953404	860001.5
-1.20182271731347	-1.11531290267162	-1.09398378037813	0.00794030166554659	862501.5
-1.53810397229261	-1.7650445221665	-1.60989177343108	-0.488153908524621	865001.5
NA	NA	NA	NA	867501.5
NA	NA	NA	NA	870001.5
NA	NA	NA	NA	872501.5
NA	NA	NA	NA	875001.5
NA	NA	NA	NA	877501.5
NA	NA	NA	NA	880001.5
NA	NA	NA	NA	882501.5
NA	NA	NA	NA	885001.5
NA	NA	NA	NA	887501.5
NA	NA	NA	NA	890001.5
NA	NA	NA	NA	892501.5
NA	NA	NA	NA	895001.5
NA	NA	NA	NA	897501.5
NA	NA	NA	NA	900001.5
NA	NA	NA	NA	902501.5
NA	NA	NA	NA	905001.5
NA	NA	NA	NA	907501.5
NA	NA	NA	NA	910001.5
NA	NA	NA	NA	912501.5
NA	NA	NA	NA	915001.5
NA	NA	NA	NA	917501.5
NA	NA	NA	NA	920001.5
NA	NA	NA	NA	922501.5
NA	NA	NA	NA	925001.5
NA	NA	NA	NA	927501.5
NA	NA	NA	NA	930001.5
NA	NA	NA	NA	932501.5
NA	NA	NA	NA	935001.5
NA	NA	NA	NA	937501.5
NA	NA	NA	NA	940001.5
NA	NA	NA	NA	942501.5
NA	NA	NA	NA	945001.5
NA	NA	NA	NA	947501.5
NA	NA	NA	NA	950001.5
NA	NA	NA	NA	952501.5
NA	NA	NA	NA	955001.5
NA	NA	NA	NA	957501.5
NA	NA	NA	NA	960001.5
NA	NA	NA	NA	962501.5
NA	NA	NA	NA	965001.5
NA	NA	NA	NA	967501.5
NA	NA	NA	NA	970001.5
NA	NA	NA	NA	972501.5
