"TajD.DRC"	"TajD.Gambia"	"TajD.Kenya"	"TajD.Myanmar"	"position"
-2.06236371367805	-2.20104762576549	-1.88708464894978	-0.704867388272874	137501.5
-2.24031493612104	-2.20688843743443	-2.09212322497243	-1.03253434933749	140001.5
-2.32545905018616	-2.25525594841496	-2.21534069817097	-1.12988385736813	142501.5
-2.73253878828785	-2.63981906222932	-2.69149922617845	-1.6492650098256	145001.5
-2.72594622453806	-2.58895640472025	-2.681804645793	-1.87050845432109	147501.5
-2.7153611399659	-2.59868226344346	-2.6573364335427	-1.7824632260302	150001.5
-2.7294642529491	-2.63096472233554	-2.64781595397361	-1.84634547837444	152501.5
-2.71409575217483	-2.60421051256199	-2.62947949888165	-2.00160646364146	155001.5
-2.72984127211941	-2.67254706411497	-2.63987638646121	-1.83009456930027	157501.5
-2.73944747502002	-2.68298710254898	-2.68696087755679	-1.91769975343373	160001.5
-2.75069785996065	-2.71272744189954	-2.6734695591295	-1.98118286968128	162501.5
-2.78762393594578	-2.72519267422303	-2.73087423852963	-1.94446123327541	165001.5
-2.78196525121847	-2.66133856588977	-2.7166919832137	-1.77270518038242	167501.5
-2.7980248415875	-2.68530152000969	-2.74153333309834	-1.75158366949693	170001.5
-2.78685574165195	-2.67032264618141	-2.76312177308183	-1.82342461743047	172501.5
-2.77712822757436	-2.65773716788774	-2.74234482737934	-1.95716462790916	175001.5
-2.76339957242432	-2.68772540207872	-2.72447827388887	-2.14592687457206	177501.5
-2.75741714256458	-2.68371757573493	-2.7190601588531	-2.1589349475615	180001.5
-2.67994284792986	-2.54400820945723	-2.55228784953318	-1.99848589752327	182501.5
-2.60831779937027	-2.51146962867463	-2.48036897023717	-1.86864921653599	185001.5
-2.58374725554929	-2.44427838696726	-2.48808975650745	-1.72140597305125	187501.5
-2.5800431237618	-2.4145757412405	-2.3924497555802	-1.45915644643267	190001.5
-2.63877151129781	-2.57357947756095	-2.52786475607711	-1.42501002969342	192501.5
-2.68186760464546	-2.61651945895593	-2.60052397497215	-1.69653786519395	195001.5
-2.7149751802856	-2.65838797972718	-2.57500059655567	-1.92360657217025	197501.5
-2.72264901214417	-2.64182750136713	-2.63378404557273	-2.1671710447674	200001.5
-2.72203106519308	-2.66395740315442	-2.64446380766711	-2.24310880469345	202501.5
-2.71185482839461	-2.66771419624092	-2.59828038798411	-2.28323521754816	205001.5
-2.71726860346022	-2.67034514066496	-2.66756897346303	-2.37027784855234	207501.5
-2.68138176607298	-2.68002284279971	-2.60315478621895	-2.25045778301346	210001.5
-2.68083602791378	-2.60528542596747	-2.57303109659531	-2.28420281408274	212501.5
-2.66061410078221	-2.56868377137255	-2.48246918343731	-2.15043754826174	215001.5
-2.6091358675456	-2.52378619742332	-2.33843794761199	-1.9349042404207	217501.5
-2.64014488296227	-2.52931182667919	-2.40910531002849	-1.93940651133355	220001.5
-2.61423865426397	-2.54500264312114	-2.35296247589452	-1.88921097938451	222501.5
-2.66059428815071	-2.63571943249013	-2.54830184809138	-1.87073028503982	225001.5
-2.69283476832391	-2.63303005856887	-2.59546055154691	-1.7186950120937	227501.5
-2.62864707899049	-2.56069679237469	-2.47900023419516	-1.08054107419537	230001.5
-2.65249574078586	-2.57457920539463	-2.52562716688659	-1.07951842544241	232501.5
-2.62770921572868	-2.53025559836758	-2.50462418347982	-1.16121883997584	235001.5
-2.60632230095339	-2.53202065611802	-2.48996218440231	-1.47590902035578	237501.5
-2.65869264641382	-2.58986827965894	-2.5869701509701	-2.14933877522017	240001.5
-2.62928645197897	-2.6050665764705	-2.53552520621485	-2.17469520088888	242501.5
-2.63113934848498	-2.54653332004898	-2.53700549736887	-1.82075523913849	245001.5
-2.64756716683409	-2.5390285993277	-2.48694045037785	-1.51419144401728	247501.5
-2.65221369166178	-2.47434450731526	-2.54364117184093	-1.16943716925234	250001.5
-2.68220111734827	-2.5015630271501	-2.54390830887325	-1.12460747746283	252501.5
-2.68199825553698	-2.47533690589385	-2.48501003766479	-1.33743061337806	255001.5
-2.69004716784904	-2.52146013193086	-2.56270500347906	-1.71195241661446	257501.5
-2.71861235642491	-2.61864589076399	-2.4902978669018	-1.87953316324929	260001.5
-2.66049084945265	-2.50584420662447	-2.46220914644013	-2.1186558483902	262501.5
-2.62113470971894	-2.51841540596853	-2.4797975490365	-1.8934669805864	265001.5
-2.68289752830457	-2.57047369638287	-2.56589394433057	-1.75279949503554	267501.5
-2.69143892400902	-2.59106930811982	-2.59343291530837	-1.86837567595516	270001.5
-2.73741088018887	-2.64943369505859	-2.65508912571952	-1.74237147404952	272501.5
-2.79739113132836	-2.69591307729401	-2.70567356170205	-2.15841190780624	275001.5
-2.79783996325341	-2.69790306299131	-2.68273920539591	-1.89115034282988	277501.5
-2.75362071398163	-2.6330183804068	-2.6162723069464	-1.80181431189929	280001.5
-2.73265104258714	-2.58908546549947	-2.55686032682674	-1.5371832159184	282501.5
-2.66948509929858	-2.55819729849448	-2.54066622072273	-1.0077200758647	285001.5
-2.60756679727266	-2.51959975684998	-2.48830265599283	-1.22044831619823	287501.5
-2.65416818412864	-2.55550267878823	-2.58616859431581	-1.16429226707375	290001.5
-2.68462030726884	-2.59284544308601	-2.64727837150343	-1.6437893295325	292501.5
-2.73135030283429	-2.6401369308736	-2.66638697095927	-1.7881776899178	295001.5
-2.65283432957147	-2.50359688956813	-2.55244685922461	-1.00230734935855	297501.5
-2.63529489372522	-2.48357238705168	-2.53946634511822	-1.48274266149742	300001.5
-2.5702541899151	-2.45866007747651	-2.48680678595145	-1.38577282893958	302501.5
-2.60130842842919	-2.4223637909572	-2.5134940554805	-1.5952522059568	305001.5
-2.67135795947773	-2.51167602915435	-2.60814478614309	-2.0098032411481	307501.5
-2.63396320208445	-2.49979672518435	-2.57829134932375	-1.76758788602364	310001.5
-2.72177497476148	-2.52575203140037	-2.65311829702526	-2.03286164223171	312501.5
-2.3354649278655	-2.08022105330519	-2.02738693564522	-1.76148465750714	315001.5
-2.41463805005993	-2.17075036772288	-2.1993224947746	-1.79481225030824	317501.5
-2.51782683040384	-2.29563989490764	-2.28617788362985	-1.69712010467164	320001.5
-2.5370838038094	-2.30905465144994	-2.28508555371905	-1.706469905516	322501.5
-2.75925278450928	-2.58247945377791	-2.6569397635325	-1.36974449188509	325001.5
-2.71474978444282	-2.52977237499025	-2.53582129203814	-1.62893086888849	327501.5
-2.65761869206458	-2.43955567018455	-2.42871355299955	-1.73801285162341	330001.5
-2.60988676786668	-2.39494090666792	-2.369058750885	-1.685738456125	332501.5
-2.53899978092164	-2.31675115040899	-2.25895046070304	-1.8948117021521	335001.5
-2.52386700711205	-2.37002208461677	-2.33161540550918	-1.47459199435889	337501.5
-2.5739943015445	-2.46721203087208	-2.43024058669156	-1.21611849223686	340001.5
-2.70773466969123	-2.59186278776019	-2.57218729244126	-1.47049658370956	342501.5
-2.76185250744605	-2.66680134140371	-2.66435923558542	-1.98579638248002	345001.5
-2.77816950651026	-2.71286890245297	-2.69082437006447	-2.08777880196652	347501.5
-2.66395742907126	-2.63351003558515	-2.52490564143595	-2.05788717931845	350001.5
-2.61087993192164	-2.5672575190559	-2.50183229890743	-2.16199568940181	352501.5
-2.56811322958918	-2.54858282269448	-2.40745950539246	-2.00473697783546	355001.5
-2.5449208390393	-2.44349796155383	-2.32884124128434	-2.05389227844724	357501.5
-2.60304405844272	-2.42218838792059	-2.45245335335404	-1.86170512367849	360001.5
-2.64848668863237	-2.45322437862837	-2.5063489163741	-1.99272465553086	362501.5
-2.58810756664816	-2.32773069298134	-2.29803751939656	-1.88036239855074	365001.5
-2.59583099975572	-2.3622994579159	-2.27962482197892	-1.78227351908241	367501.5
-2.62703858287455	-2.5101892172828	-2.31800125664954	-2.27440806020944	370001.5
-2.54966491882301	-2.42310763178985	-2.19333076654401	-1.87204327402992	372501.5
-2.65995991301596	-2.59150159270416	-2.48856579008815	-2.03681557198902	375001.5
-2.72521485067283	-2.585884515025	-2.62460487030734	-1.82134612697161	377501.5
-2.68035056318068	-2.59450806083764	-2.57474635415232	-1.59084029125323	380001.5
-2.67194692403705	-2.60430168286012	-2.59941112302803	-1.89988871452935	382501.5
-2.63401292113695	-2.55071614111693	-2.61188425092355	-1.73113588182396	385001.5
-2.53540996926362	-2.50860093350801	-2.53321339122255	-1.57777807703513	387501.5
-2.55901020980805	-2.47224084691005	-2.52342775765726	-1.32101470530459	390001.5
-2.51724099163348	-2.42871991200748	-2.46539512626912	-0.497250675249553	392501.5
-2.52816027656513	-2.45880660884286	-2.34283677445344	-0.378302385925379	395001.5
-2.57364081955472	-2.51031148440928	-2.35480234741991	-1.01784901321244	397501.5
-2.57377666418292	-2.53892210934264	-2.38507774129234	-1.37294623048053	400001.5
-2.66795376686558	-2.6261799985372	-2.56293005923304	-1.88083931046876	402501.5
-2.46723438227188	-2.39675192555883	-2.29815940901077	-1.62560387372639	405001.5
-2.3603345582813	-2.1988852346476	-2.13990804000246	-1.673356987402	407501.5
-2.33469573067722	-2.04743855336941	-2.09480388452213	-1.54319054535842	410001.5
-2.34276457588573	-2.05704593135181	-1.97351331943607	-1.70063181351861	412501.5
-2.59408841605037	-2.29928425558885	-2.40867562980637	-2.20846791666934	415001.5
-2.72234622174975	-2.55365255869075	-2.68350282718228	-2.29101403143712	417501.5
-2.73919454435027	-2.63963649642529	-2.71639775696931	-2.21825463516045	420001.5
-2.71399959483464	-2.64208276335714	-2.67275337075792	-2.25748957182104	422501.5
-2.70931837115365	-2.6412530864574	-2.64979404167427	-2.17658530018471	425001.5
-2.71546641071237	-2.62954361075886	-2.61881673506771	-2.03434782273604	427501.5
-2.69672989596771	-2.55415967091021	-2.52720585240634	-2.07150947136909	430001.5
-2.68099069155677	-2.50822430171379	-2.51160061338486	-2.10672932353628	432501.5
-2.69189761433177	-2.4828173963649	-2.54495308784188	-2.01202452718154	435001.5
-2.69868576700882	-2.52995432056386	-2.59726550035164	-2.14082383179214	437501.5
-2.71844976259338	-2.56343103307071	-2.66866810512547	-2.32581645208076	440001.5
-2.74037206762394	-2.55425854729885	-2.68784472949012	-2.23975283864494	442501.5
-2.66409610539061	-2.43374056533736	-2.57042840354071	-2.23080212195094	445001.5
-2.64912243904832	-2.38198008949647	-2.52845385625501	-2.30059932252218	447501.5
-2.63150038642559	-2.33726116128602	-2.47634116758356	-1.99295915468433	450001.5
-2.62954415251768	-2.37710339376773	-2.49080532514672	-1.96722117544943	452501.5
-2.62163114860447	-2.45385585091342	-2.38634086266498	-1.87723867764842	455001.5
-2.63005526620146	-2.48695861916794	-2.32403213093479	-1.70193194679598	457501.5
-2.70821377892757	-2.63234680023568	-2.46686380653002	-2.06848911893742	460001.5
-2.68325201961639	-2.57650894384576	-2.4966612452085	-2.12516024142124	462501.5
-2.69186197000413	-2.54096575483768	-2.56197561199637	-2.25700409516274	465001.5
-2.69782752876987	-2.5460939069815	-2.58884685498374	-2.21919064170383	467501.5
-2.67832668161154	-2.45783071801756	-2.56769052297854	-2.23929475934643	470001.5
-2.64986421033289	-2.49513964351244	-2.52138501502369	-2.15245386933314	472501.5
-2.61569321969038	-2.46211251778031	-2.55039079178947	-1.73788492152471	475001.5
-2.59490218476264	-2.4169066220702	-2.53652732081164	-1.35581963386307	477501.5
-2.61130810007682	-2.43182478598524	-2.50092772451879	-0.598384912290354	480001.5
-2.66046626967875	-2.40311896332984	-2.54093021348661	-0.558197157777199	482501.5
-2.68304981436198	-2.49554115917904	-2.52096494479433	-0.905305960593418	485001.5
-2.68358510060984	-2.53351336261801	-2.51331480718884	-1.32091001312509	487501.5
-2.65907087049336	-2.52784727533104	-2.5058881207865	-1.94182665109945	490001.5
-2.66352869784527	-2.44255702706288	-2.47859171085468	-1.89075770217131	492501.5
-2.68394627830031	-2.4779055300537	-2.55234704634817	-1.59366175544173	495001.5
-2.64021114950236	-2.48666171101654	-2.49294512222502	-1.42012402457811	497501.5
-2.62743698033161	-2.47802202126623	-2.53348084346753	-1.24408183233388	500001.5
-2.63599819008658	-2.57889964451243	-2.59084278877812	-1.32557773479543	502501.5
-2.66579488265974	-2.60046383801321	-2.61781134056595	-1.31050071448461	505001.5
-2.72486156291627	-2.61521870184153	-2.68682253814442	-1.28256475321504	507501.5
-2.73555730063027	-2.65448447973283	-2.61484424744344	-1.44388114244723	510001.5
-2.71137140524122	-2.60277127501545	-2.50320375577689	-1.63353616420934	512501.5
-2.65322136027956	-2.60636208084677	-2.36706805212132	-1.90971438860537	515001.5
-2.62469874001939	-2.48742501220926	-2.37226516006483	-1.98463535172349	517501.5
-2.60894204597534	-2.36774517892145	-2.4611300962166	-2.05297036878729	520001.5
-2.57339586706117	-2.32256266277453	-2.45675701859607	-1.84756457551884	522501.5
-2.3509366494772	-1.90033173288262	-1.99595487514713	-2.0136762175332	525001.5
-2.36190003732445	-2.11071171619667	-2.01180658950849	-1.99079518051504	527501.5
-2.3938622098163	-2.21863786637982	-1.96898117499533	-1.8134542691124	530001.5
-2.37812307111426	-2.16305654638166	-1.85853302642008	-2.10630571481899	532501.5
-2.65379438304207	-2.51191354235279	-2.46686228074568	-1.89026655684712	535001.5
-2.63633881273697	-2.48287020354288	-2.46896893427787	-1.82932533683339	537501.5
-2.64006961193162	-2.53713751218397	-2.55735767440615	-2.04464584533766	540001.5
-2.68852285777584	-2.6424392376337	-2.66989366089202	-2.04464584533766	542501.5
-2.72273164107531	-2.70381345667319	-2.73942356028144	-1.80283879585287	545001.5
-2.75558128939934	-2.67927979210712	-2.76422564829983	-1.83473344519281	547501.5
-2.75906868117159	-2.63809367035164	-2.74248231946538	-1.70744430229023	550001.5
-2.77670639504509	-2.68218060290494	-2.77394596003853	-1.88634744896228	552501.5
-2.75528184648867	-2.65573563222145	-2.75745294188367	-2.19138215093263	555001.5
-2.74982391947752	-2.67456385441952	-2.73892639945221	-2.13594775840293	557501.5
-2.75682474491695	-2.708060158267	-2.76662812789719	-2.29916990358933	560001.5
-2.67549995744844	-2.55477957807507	-2.64319770308427	-2.20294234484321	562501.5
-2.64528569523386	-2.54030251767257	-2.54847561445738	-1.95652355418052	565001.5
-2.60343932148934	-2.52576451496924	-2.54768688188738	-2.0953817987048	567501.5
-2.5827616457228	-2.44990389687741	-2.52155785555965	-1.7376810490725	570001.5
-2.63624673251636	-2.5892574287472	-2.60546830442099	-1.85425309932799	572501.5
-2.65514337432772	-2.62692074717752	-2.67533598774977	-1.69210980425675	575001.5
-2.67178021649097	-2.59332964640637	-2.61983277145128	-1.53406684773601	577501.5
-2.54160649511272	-2.48135300688002	-2.33254017315658	-1.60381397673517	580001.5
-2.44553469881917	-2.37945612457408	-2.10156168721244	-1.39105415108504	582501.5
-2.4561427697172	-2.28342929534839	-2.00660680471716	-1.70037792390077	585001.5
-2.45161114471941	-2.29331936993399	-1.98927094295784	-1.66862416361971	587501.5
-2.3178808706952	-2.25041490968204	-1.88874079614692	-1.29475458506164	590001.5
-2.46602102298275	-2.364383888321	-2.17682005519511	-1.48058285503611	592501.5
-2.3925722242849	-2.30813839847474	-2.00243242187969	-1.40667224177836	595001.5
-2.36709423192843	-2.30176072377165	-2.12493440198872	-1.36109631828683	597501.5
-2.61040452473594	-2.39329181417513	-2.46835543631162	-1.80577994572098	600001.5
-2.58534440949321	-2.41326087596502	-2.4448095321126	-1.73162372805043	602501.5
-2.65432698110001	-2.46743392030898	-2.53446163393199	-1.70535278446073	605001.5
-2.69151796342306	-2.49175797603454	-2.56296260240108	-1.97295893115624	607501.5
-2.71638935930423	-2.54563818737431	-2.64759033969287	-1.9728514510576	610001.5
-2.73636196572991	-2.53863506940045	-2.66763301355998	-1.70224063084808	612501.5
-2.70218060545619	-2.54661330715616	-2.64172556420584	-1.38465521629333	615001.5
-2.62840862399744	-2.50840203310828	-2.56754110887516	-1.32010983071444	617501.5
-2.663159569337	-2.58322319013886	-2.57825406851219	-1.30983981066168	620001.5
-2.66756588910061	-2.52309485133238	-2.60118053721282	-1.7423555783395	622501.5
-2.67935817865177	-2.48808075707149	-2.60945101625896	-2.18192601640324	625001.5
-2.73029444243534	-2.58484714439118	-2.65730155704909	-2.28597995779361	627501.5
-2.72317310432657	-2.59461040799231	-2.61604340654986	-2.11725162646862	630001.5
-2.67741951161213	-2.64771211461073	-2.56760212106397	-2.21911511478139	632501.5
-2.64082383170932	-2.67974878413822	-2.59446281513961	-2.02150452103208	635001.5
-2.55868963650057	-2.57921450288195	-2.52990907069465	-1.77652889457873	637501.5
-2.63893246313363	-2.59455287594919	-2.53166604377358	-1.96099257044985	640001.5
-2.71621144608456	-2.62316883814637	-2.5739399393449	-1.70189307808993	642501.5
-2.70321161329342	-2.55869496793767	-2.47301811138397	-1.75686384732059	645001.5
-2.72832319984688	-2.61554952781478	-2.55064695071052	-2.11512017559183	647501.5
-2.6939060130549	-2.59016410439338	-2.58780992092623	-2.13899937350989	650001.5
-2.64459351830935	-2.52490624810093	-2.56534582553724	-1.92407982097657	652501.5
-2.61873589440638	-2.59818919969342	-2.6168977360283	-1.93922651040898	655001.5
-2.61110044386626	-2.55060894799541	-2.58691994334895	-1.86098859098919	657501.5
-2.58573242191311	-2.52135088640794	-2.48665090573054	-1.38477841746651	660001.5
-2.61238656546454	-2.58112689645591	-2.52877595607496	-1.43042320470703	662501.5
-2.67553057955505	-2.53246248010063	-2.53701683498195	-1.40506504986944	665001.5
-2.64758980059941	-2.52555980323335	-2.52618201075286	-1.1978265271645	667501.5
-2.70626842984514	-2.54996981470223	-2.53653237328711	-1.67470889226332	670001.5
-2.69950465982389	-2.58307109232695	-2.54731976559815	-2.0210715933022	672501.5
-2.6951829485501	-2.59873869807362	-2.51951129009704	-1.91688013982841	675001.5
-2.74546323148694	-2.64599101883902	-2.59174635867174	-1.94259673530983	677501.5
-2.71118189384158	-2.62558460487564	-2.58850476578545	-1.50727258200519	680001.5
-2.70115477087307	-2.59023785064547	-2.56115144744526	-1.17917569156373	682501.5
-2.69103427232796	-2.61436829045046	-2.6325398875697	-1.67289294586467	685001.5
-2.61931299712502	-2.58446804682923	-2.58369516373986	-1.28717094576625	687501.5
-2.53988039202918	-2.45789712837291	-2.53743104992031	-1.36643793971037	690001.5
-2.53731938615955	-2.40590580200951	-2.49515624032774	-1.50549071222794	692501.5
-2.55335561782287	-2.39493790533206	-2.48126218830325	-1.16646484990358	695001.5
-2.50658368639457	-2.36077651335546	-2.47004431724779	-1.44970061770348	697501.5
-2.65998669183759	-2.55500691089174	-2.62422912216516	-1.81832644395518	700001.5
-2.68006308478148	-2.58098847032113	-2.66636560169727	-1.98826740944727	702501.5
-2.69214326407564	-2.5433557413094	-2.61044354972877	-1.66400059430843	705001.5
-2.73363850134619	-2.59540117471893	-2.60777686195842	-1.32462873363115	707501.5
-2.72360196048666	-2.6044463869433	-2.58467028088307	-1.26088318345569	710001.5
-2.76052508665556	-2.68280405060357	-2.53619525434995	-1.22120335200093	712501.5
-2.76245932506563	-2.71460630339048	-2.51623813839103	-1.82162312310005	715001.5
-2.74568449712773	-2.66830476708083	-2.47387012472899	-2.35663617664615	717501.5
-2.75430431174095	-2.65081874787399	-2.47983332359344	-2.07315303704911	720001.5
-2.64620098650408	-2.50841309726152	-2.35569042652776	-1.85474179430656	722501.5
-2.60978850580603	-2.45429583974231	-2.35553578894336	-1.59056175015586	725001.5
-2.59847000159394	-2.4808711620721	-2.37774621140613	-1.30130126839792	727501.5
-2.54263433098917	-2.41660826881149	-2.30208848319184	-1.94652837539123	730001.5
-2.59385461814942	-2.48808736288895	-2.39664947982854	-1.75502451803007	732501.5
-2.59166059221886	-2.48910224131902	-2.45819284723579	-1.82988917575855	735001.5
-2.43981536497755	-2.36523260254966	-2.30118155556052	-1.81054667949746	737501.5
-2.42162231779791	-2.33496630182137	-2.24463951815009	-1.01412646466875	740001.5
-2.4101196739997	-2.32696133524512	-2.27122724762773	-1.14816475605984	742501.5
-2.46422836944749	-2.37997427406735	-2.22171317070845	-1.27593025020466	745001.5
-2.66172049605452	-2.5414846986193	-2.49029242689985	-1.49185170067783	747501.5
-2.6591595654196	-2.56377594228244	-2.49997047549752	-2.33928841228095	750001.5
-2.64744861308683	-2.535496662402	-2.48200202016603	-2.22928106358886	752501.5
-2.63472627374577	-2.51798415499174	-2.42877127187213	-1.80406110404687	755001.5
-2.51247924879482	-2.29838251364653	-2.23291793005565	-1.08672186693334	757501.5
-2.54627884547919	-2.34944515099282	-2.35114298692698	-0.8642028330509	760001.5
-2.53796260071096	-2.342316086027	-2.25660857394784	-0.982570056578958	762501.5
-2.37022118198216	-2.24046771677762	-2.2324867443643	-1.13841328136883	765001.5
-2.38955760517471	-2.39385242577545	-2.31772973265361	-1.32028551228074	767501.5
-2.55195597232946	-2.46177467980642	-2.39715324441306	-1.19341805973213	770001.5
-2.60383240677781	-2.52473101993164	-2.48311521355546	-1.30179679396918	772501.5
-2.63827991560844	-2.46229029964307	-2.43553628770048	-0.950273408263897	775001.5
-2.68494292903077	-2.51229735524475	-2.43043912902979	-1.27095096786147	777501.5
-2.63044099911072	-2.47674294640471	-2.3162434989744	-1.40740120393856	780001.5
-2.62473136255325	-2.44947148255872	-2.35094254004428	-1.48717530776142	782501.5
-2.71314322876806	-2.60410436180438	-2.52145537258189	-1.77862889235855	785001.5
-2.68137456455079	-2.60807980883876	-2.55186133511293	-1.65939128852392	787501.5
-2.67371638243293	-2.54852418226125	-2.59771091149595	-1.81944524673854	790001.5
-2.68675630236769	-2.58498675140036	-2.56194243284518	-0.927233192983446	792501.5
-2.71374828973393	-2.57954893479956	-2.58553401349591	-1.34483125356639	795001.5
-2.71405322619046	-2.58269748359089	-2.58143174365305	-1.34138216139964	797501.5
-2.6990612818045	-2.59479444009287	-2.59511712747147	-1.50446050454417	800001.5
-2.55092838364872	-2.40851524894799	-2.3971435107833	-1.89302703700654	802501.5
-2.54819659785331	-2.4024831268704	-2.43871505519161	-1.69245379447652	805001.5
-2.51644546458231	-2.38574883175699	-2.38227939448297	-1.68703200361558	807501.5
-2.55610110962507	-2.49291980702064	-2.36117935670191	-1.42069307455056	810001.5
-2.63161882681212	-2.586464911108	-2.5470446395915	-1.81999187363834	812501.5
-2.47311361146999	-2.4603682056657	-2.23604455004979	-1.53639386969755	815001.5
-2.47039370066002	-2.40317059211941	-2.34762655346198	-1.80905839208308	817501.5
-2.41363919897798	-2.2334006634618	-2.36335344851881	-1.74071606253302	820001.5
-2.53201120215974	-2.2915485023816	-2.49971076698508	-1.70396927809906	822501.5
-2.6751824447951	-2.50801953559465	-2.6808688373422	-1.84267425122259	825001.5
-2.69925946669371	-2.56858418131233	-2.72566035967572	-1.68321595224235	827501.5
-2.75052590169043	-2.64057920515976	-2.74485452378736	-1.57292076120791	830001.5
-2.76466730928436	-2.63725934143227	-2.70730437800906	-1.77794145421948	832501.5
-2.65865705643524	-2.49934243589244	-2.57020288264349	-1.48467163432594	835001.5
-2.67692965173479	-2.47622022850853	-2.52532691685199	-1.49755484687899	837501.5
-2.70370988951668	-2.55338484406557	-2.60203550609923	-1.03882918295554	840001.5
-2.67545391527847	-2.5354848780732	-2.57516299685667	-0.540322542509207	842501.5
-2.75136617174831	-2.58192600589424	-2.64848698267801	-0.852009510786496	845001.5
-2.74949047478077	-2.65627022372626	-2.61716797510812	-1.12983912011113	847501.5
-2.75489980820928	-2.64448392336815	-2.57943013093707	-1.77503788046926	850001.5
-2.75589806773875	-2.68614707729215	-2.59793631753713	-2.34541350083295	852501.5
-2.75951741718025	-2.72440160511738	-2.62823848801999	-2.38019715268908	855001.5
-2.71000772608852	-2.63403071274196	-2.60197457070413	-2.29721403140324	857501.5
-2.69205214674504	-2.68161914550794	-2.60800323894938	-2.22189036354704	860001.5
-2.63500073524146	-2.63416059692943	-2.54892421572323	-2.14567686252602	862501.5
-2.65226122310893	-2.62675916198112	-2.54620257884421	-1.77739224249599	865001.5
-2.69048907886972	-2.66465227870044	-2.5772399949658	-1.85812761555518	867501.5
-2.68318188930537	-2.52275438285007	-2.51150428286887	-1.76813107867932	870001.5
-2.73573304372323	-2.5633161808672	-2.58509249137618	-1.7294956466802	872501.5
-2.73680680771227	-2.52189471080635	-2.60164551957054	-2.03488037511464	875001.5
-2.71717101578933	-2.51541094094904	-2.57802392978037	-2.04404323910321	877501.5
-2.72726359968816	-2.57657479927537	-2.65761133987142	-2.33217554076468	880001.5
-2.71910330959491	-2.60213767383037	-2.64870608424746	-2.33439945704398	882501.5
-2.57773912261971	-2.51731762095007	-2.50465295972023	-1.9792986210814	885001.5
-2.52781926870572	-2.42669717087517	-2.4728250910448	-1.9792986210814	887501.5
-2.50468955835061	-2.42783245298461	-2.43504435094761	-1.59253758338357	890001.5
-2.54079925232891	-2.4009479733244	-2.47287852389778	-1.67294389843031	892501.5
-2.63063950176843	-2.50792128319679	-2.50573036579882	-1.79132162223818	895001.5
-2.65272267019192	-2.61253487490498	-2.52570405561425	-1.84756038709672	897501.5
-2.60588087696522	-2.58961752238455	-2.52724478803433	-1.9352773976888	900001.5
-2.52404352076492	-2.58640467351287	-2.45231656097331	-1.70064453064222	902501.5
-2.48048492143043	-2.57342961295423	-2.50879741757279	-1.87256731299015	905001.5
-2.43165200220984	-2.44762771302781	-2.37918771901628	-1.11163744153897	907501.5
-2.35841603494425	-2.35240527733347	-2.16717877841993	-1.3272540743041	910001.5
