"TajD.pop.1"	"TajD.pop.2"	"position"
-2.23437284674892	-1.61127029343373	620001
-2.37006913045294	-2.05779563282489	622501
-2.27805748212187	-2.12282088658854	625001
-1.92778126402275	-1.86661893038297	627501
-1.76713223952786	-1.78614796977573	630001
-1.7687452650148	-1.54252474431347	632501
-1.63211817683831	-0.709907921676069	635001
-2.14989082230552	-1.51572237886088	637501
-2.20108609363316	-1.61464874006416	640001
-2.06563750773218	-1.4888117242021	642501
-2.42727040741984	-2.18578330304802	645001
-2.45655898256782	-2.0403764234405	647501
-2.45807489502173	-1.96794143013264	650001
-2.48369321168242	-2.07689662196015	652501
-2.47426045546571	-1.78808912238733	655001
-2.44943670548818	-1.54520163738588	657501
-2.50148177209392	-2.17466493172318	660001
-2.55473829955261	-2.32080789524489	662501
-2.57996308572795	-2.46482350611861	665001
-2.61406330856343	-2.61193813754511	667501
-2.57548537482674	-2.56364449638189	670001
-2.56427951437133	-2.49365433072975	672501
-2.49834781446883	-2.17991198158674	675001
-2.53652979543997	-2.17991800272482	677501
-2.57124298320332	-2.12581749333408	680001
-2.55553410759157	-2.12576001064683	682501
-2.59706090595843	-2.24953772502934	685001
-2.53522941780591	-1.84594908003354	687501
-2.08423320221412	-0.0236042946219237	690001
-2.12411751358387	-0.739234722554797	692501
-2.1470548298285	-1.02386993108339	695001
-2.20156833210983	-1.31097501713937	697501
-2.3592821069821	-2.17300143762206	700001
-2.38926879939216	-2.07924330030349	702501
-2.41404492809256	-2.00482593370764	705001
-2.45534938295563	-2.11899860930907	707501
-2.61009074201909	-2.18586674509833	710001
-2.60706390520625	-2.18585513734956	712501
-2.61123786476475	-2.18916283667813	715001
-2.53608853302227	-2.15696356175154	717501
-2.48330189391216	-1.81696677782741	720001
-2.44210127458149	-1.97316985611403	722501
-2.42419286277918	-1.85078578623277	725001
-2.53046698468461	-1.89681794360044	727501
-2.62164947948865	-2.29277702349103	730001
-2.51555751548724	-2.03473940600692	732501
-2.50525845341831	-2.05810927816936	735001
-2.45552402876769	-2.05811572626577	737501
-2.5175489255842	-2.25063242266608	740001
-2.64226448180597	-2.4090746532086	742501
-2.298122908848	-1.65831631178772	745001
-2.30831676725644	-1.51568818252419	747501
-2.10739875823805	-1.01851096701038	750001
-2.23586544239611	-1.01854427307738	752501
-2.625323277815	-2.15420259231416	755001
-2.45994800331362	-1.87713882707866	757501
-2.49155360657603	-1.87713882707866	760001
-2.37983938488411	-1.63576119423142	762501
-2.40857520465893	-1.80568038832036	765001
-2.54820961516142	-1.82535644178897	767501
-2.51694828885904	-1.69619652201098	770001
-2.57931586698147	-1.83516351872601	772501
-2.53944428565187	-1.57241442757514	775001
-2.487656083668	-1.92748691564953	777501
-2.38365682718916	-1.8602583314726	780001
-2.17537550703263	-1.83822978839769	782501
-2.03208782931906	-1.68415258448915	785001
-1.88340552648042	-1.50086330546847	787501
-1.43617061409453	-1.14765539772122	790001
-1.55357319373957	-1.00325415353636	792501
-1.61377042227315	-1.19047867448215	795001
-1.78586227132561	-1.31365021096279	797501
-1.96728207347303	-1.43701335130058	800001
-1.84161781588076	-1.25690112785571	802501
-1.80453813053612	-1.20128682596434	805001
-1.67395307010705	-1.05921297821675	807501
-1.82852607032011	-0.819331013687258	810001
-1.92947152323698	-0.895721272655853	812501
-2.06537688337565	-0.895721272655853	815001
-2.31997648956868	-0.754306116543462	817501
-2.51067823841948	-2.00112928558101	820001
-2.35476614323345	-2.16844101068954	822501
-2.31409332480066	-2.10223401027018	825001
-2.18838705422907	-2.12188247537068	827501
-2.17372707499136	-2.14752568512596	830001
-2.21161763622735	-1.98320386045533	832501
-1.51228510029717	-1.14576793092781	835001
-0.52921351998905	-0.551838630260243	837501
-0.0867946481508599	-0.547024708228274	840001
0.826399540266031	-0.0159581357933927	842501
1.18694411580914	0.72754388517135	845001
1.17039774667689	0.835957347122659	847501
0.944757403755114	0.928248782394606	850001
0.594499547695648	0.766165331136072	852501
-0.0393903506477863	-0.00109563832219224	855001
-0.771197066881435	-0.681585795886556	857501
-0.59617644179932	-0.561859744245394	860001
-1.08910926520599	-0.79266028274863	862501
-1.94584892510138	-2.32194450932345	865001
NA	NA	867501
NA	NA	870001
NA	NA	872501
NA	NA	875001
NA	NA	877501
NA	NA	880001
NA	NA	882501
NA	NA	885001
NA	NA	887501
NA	NA	890001
NA	NA	892501
NA	NA	895001
NA	NA	897501
NA	NA	900001
NA	NA	902501
NA	NA	905001
NA	NA	907501
NA	NA	910001
NA	NA	912501
NA	NA	915001
NA	NA	917501
NA	NA	920001
NA	NA	922501
NA	NA	925001
NA	NA	927501
NA	NA	930001
NA	NA	932501
NA	NA	935001
NA	NA	937501
NA	NA	940001
NA	NA	942501
NA	NA	945001
NA	NA	947501
NA	NA	950001
NA	NA	952501
NA	NA	955001
NA	NA	957501
NA	NA	960001
NA	NA	962501
NA	NA	965001
NA	NA	967501
NA	NA	970001
NA	NA	972501
NA	NA	975001
NA	NA	977501
NA	NA	980001
NA	NA	982501
NA	NA	985001
NA	NA	987501
NA	NA	990001
NA	NA	992501
NA	NA	995001
