"TajD.pop.1"	"TajD.pop.2"	"position"
-2.53652979543997	-2.17991800272482	677500
-2.57124298320332	-2.12581749333408	680000
-2.55553410759157	-2.12576001064683	682500
-2.59706090595843	-2.24953772502934	685000
-2.53522941780591	-1.84594908003354	687500
-2.08423320221412	-0.0236042946219237	690000
-2.12411751358387	-0.739234722554797	692500
-2.1470548298285	-1.02386993108339	695000
-2.20156833210983	-1.31097501713937	697500
-2.3592821069821	-2.17300143762206	7e+05
-2.38926879939216	-2.07924330030349	702500
-2.41404492809256	-2.00482593370764	705000
-2.45534938295563	-2.11899860930907	707500
-2.61009074201909	-2.18586674509833	710000
-2.60706390520625	-2.18585513734956	712500
-2.61123786476475	-2.18916283667813	715000
-2.53608853302227	-2.15696356175154	717500
-2.48330189391216	-1.81696677782741	720000
-2.44210127458149	-1.97316985611403	722500
-2.42419286277918	-1.85078578623277	725000
-2.53046698468461	-1.89681794360044	727500
-2.62164947948865	-2.29277702349103	730000
-2.51555751548724	-2.03473940600692	732500
-2.50525845341831	-2.05810927816936	735000
-2.45552402876769	-2.05811572626577	737500
-2.5175489255842	-2.25063242266608	740000
-2.64226448180597	-2.4090746532086	742500
-2.298122908848	-1.65831631178772	745000
-2.30831676725644	-1.51568818252419	747500
-2.10739875823805	-1.01851096701038	750000
-2.23586544239611	-1.01854427307738	752500
-2.625323277815	-2.15420259231416	755000
-2.45994800331362	-1.87713882707866	757500
-2.49155360657603	-1.87713882707866	760000
-2.37983938488411	-1.63576119423142	762500
-2.40857520465893	-1.80568038832036	765000
-2.54820961516142	-1.82535644178897	767500
-2.51694828885904	-1.69619652201098	770000
-2.57931586698147	-1.83516351872601	772500
-2.53944428565187	-1.57241442757514	775000
-2.487656083668	-1.92748691564953	777500
-2.38365682718916	-1.8602583314726	780000
-2.17537550703263	-1.83822978839769	782500
-2.03208782931906	-1.68415258448915	785000
-1.88340552648042	-1.50086330546847	787500
-1.43617061409453	-1.14765539772122	790000
-1.55357319373957	-1.00325415353636	792500
-1.61377042227315	-1.19047867448215	795000
-1.78586227132561	-1.31365021096279	797500
-2.13302885309994	-1.65290666204756	8e+05
-1.84161781588076	-1.25690112785571	802500
-1.80453813053612	-1.20128682596434	805000
-1.67395307010705	-1.05921297821675	807500
-1.66018787010118	-0.643356008362778	810000
-1.92947152323698	-0.895721272655853	812500
-2.06537688337565	-0.895721272655853	815000
-2.31997648956868	-0.754306116543462	817500
-2.51067823841948	-2.00112928558101	820000
-2.35476614323345	-2.16844101068954	822500
-2.31409332480066	-2.10223401027018	825000
-2.18838705422907	-2.12188247537068	827500
-2.17372707499136	-2.14752568512596	830000
-2.21161763622735	-1.98320386045533	832500
-1.51228510029717	-1.14576793092781	835000
-0.52921351998905	-0.551838630260243	837500
-0.0867946481508599	-0.547024708228274	840000
0.826399540266031	-0.0159581357933927	842500
1.18694411580914	0.72754388517135	845000
1.17039774667689	0.835957347122659	847500
0.944757403755114	0.928248782394606	850000
0.594499547695648	0.766165331136072	852500
-0.0393903506477863	-0.00109563832219224	855000
-0.771197066881435	-0.681585795886556	857500
-0.59617644179932	-0.561859744245394	860000
-1.08910926520599	-0.79266028274863	862500
-1.94584892510138	-2.32194450932345	865000
NA	NA	867500
NA	NA	870000
NA	NA	872500
NA	NA	875000
NA	NA	877500
NA	NA	880000
NA	NA	882500
NA	NA	885000
NA	NA	887500
NA	NA	890000
NA	NA	892500
NA	NA	895000
NA	NA	897500
NA	NA	9e+05
NA	NA	902500
NA	NA	905000
NA	NA	907500
NA	NA	910000
NA	NA	912500
NA	NA	915000
NA	NA	917500
NA	NA	920000
NA	NA	922500
NA	NA	925000
NA	NA	927500
NA	NA	930000
NA	NA	932500
NA	NA	935000
NA	NA	937500
NA	NA	940000
NA	NA	942500
NA	NA	945000
NA	NA	947500
NA	NA	950000
NA	NA	952500
NA	NA	955000
NA	NA	957500
NA	NA	960000
NA	NA	962500
NA	NA	965000
NA	NA	967500
NA	NA	970000
NA	NA	972500
NA	NA	975000
NA	NA	977500
NA	NA	980000
NA	NA	982500
NA	NA	985000
NA	NA	987500
NA	NA	990000
NA	NA	992500
NA	NA	995000
