"S.DRC"	"S.Gambia"	"S.Kenya"	"S.Myanmar"	"S.Tanzania"	"theta_W.pop.1"	"theta_W.pop.2"	"theta_W.pop.3"	"theta_W.pop.4"	"theta_W.pop.5"	"pop.1"	"pop.2"	"pop.3"	"pop.4"	"pop.5"	"pop.1.1"	"pop.2.1"	"pop.3.1"	"pop.4.1"	"pop.5.1"	"position"
7	5	6	5	12	1.02487779129168	0.747407477903524	0.963398958888001	0.711872575565603	1.72542885130852	0.529791018230325	0.270774875890352	0.560069187052137	0.106256131612708	0.57299931857293	-0.919815151576991	-1.10564833487306	-0.812877926871218	-1.42276036435959	-1.45608440405709	102501.5
29	33	22	18	36	4.24592227820838	4.93288935416326	3.532462849256	2.56274127203617	5.17628655392555	4.26459908107307	3.8834644742264	3.90378057820608	1.65334943274721	3.92020373514431	0.0114279626647433	-0.568067714605916	0.275857292107041	-0.839693328959206	-0.642178434109662	105001.5
46	39	34	25	54	6.73491119991673	5.82977832764748	5.459260767032	3.55936287782801	7.76442983088832	4.38703868385949	3.94924749327944	4.08455646157648	2.2455059995472	4.0419366388321	-0.955384186368919	-0.878054967947681	-0.700257185625021	-0.924797745297553	-1.322006794106	107501.5
64	54	43	29	76	9.37031123466676	8.07200076135805	6.90435920536401	4.1288609382805	10.9277160582873	4.52468504520528	4.07713439161745	4.17543859649123	2.36558750282998	4.16727302126283	-1.45715787028508	-1.3893572646732	-1.1259972269108	-1.0936612194484	-1.74986529032239	110001.5
81	62	51	27	93	11.8593001563751	9.26785272600369	8.18889115054801	3.84411190805425	13.372073597641	4.2865866310953	4.02347781723996	3.83098591549296	2.46392473524011	3.9074414145964	-1.82754264618441	-1.60581180514346	-1.53881054069906	-0.910070151959073	-2.02586432290837	112501.5
84	55	53	20	99	12.2985334955001	8.22148225693876	8.51002413684401	2.84749030226241	14.2347880232953	0.813443011708908	0.65539705276377	0.791351618482827	1.56488315347269	0.944273125209337	-2.67843999759475	-2.58742845442823	-2.63074595524605	-1.08702702100821	-2.68109286366578	115001.5
106	71	66	21	119	15.5195779824168	10.61318618623	10.597388547768	2.98986481737553	17.1105027754761	1.37935378686824	1.23820222514373	1.21507289350136	1.6496264432873	1.44399015973113	-2.64508343299147	-2.53044676894997	-2.60860694889855	-1.09119490926175	-2.6519324420023	117501.5
116	70	78	21	132	16.9836891128335	10.4637046906493	12.524186465544	2.98986481737553	18.9797173643937	1.53045798132503	1.29618546788847	1.39609587348653	1.5735265262999	1.57861242969174	-2.65222636535748	-2.50745198633088	-2.64463068045334	-1.15315391865692	-2.66675287311381	120001.5
123	81	83	24	134	18.0085669041252	12.1080011420371	13.327018931284	3.41698836271489	19.2672888396118	1.57403290351267	1.46980162078371	1.4918211020509	1.68627273413327	1.56988092350692	-2.6666770639319	-2.53752536443389	-2.65224059173078	-1.26083094652482	-2.67323863490122	122501.5
120	86	83	25	139	17.5693335650002	12.8554086199406	13.327018931284	3.55936287782801	19.986217527657	2.10123758707574	2.03133645978455	2.20499135161848	1.30550147158705	2.27335620156382	-2.56998329567841	-2.44005006277247	-2.49242078035037	-1.58644825106995	-2.58290595659428	125001.5
126	98	84	24	150	18.4478002432502	14.6491865669091	13.487585424432	3.41698836271489	21.5678606413564	1.80527641914925	1.89012616996645	1.98339510748703	0.847050537066385	2.00364967718836	-2.63869969050899	-2.54134482139094	-2.54898674434063	-1.87220655300712	-2.65090021294313	127501.5
150	122	89	26	166	21.9616669562502	18.236742460846	14.290417890172	3.70173739294113	23.8684324431011	2.54958500074107	2.59230225850127	2.58818878181369	2.28531180036727	2.65668780245545	-2.60206947994593	-2.52767107374242	-2.45447044023248	-0.964434438538576	-2.60582905503868	130001.5
167	123	102	31	173	24.4506558779586	18.3862239564267	16.377782301096	4.41360996850674	24.8749326063644	2.96924559063287	2.76471165355258	2.93970842599456	2.6205116594974	2.95500271415867	-2.59533784511303	-2.50426815947358	-2.47514567094856	-1.04994025385058	-2.58717194358437	132501.5
200	127	128	29	187	29.2822226083336	18.9841499387495	20.552511122944	4.1288609382805	26.887932932891	2.6696457684897	2.2134391617448	2.48045465777119	2.64247729731089	2.2563320744257	-2.69849222778609	-2.60710829690384	-2.67666684558139	-0.92192175794653	-2.69569923382001	135001.5
204	121	135	26	184	29.8678670605003	18.0872609652653	21.67647657498	3.70173739294113	26.4565757200639	2.78892100192678	2.06817691266213	2.50956263899185	2.54902019973335	2.38237298314912	-2.69331420231704	-2.60872262804204	-2.69664599438589	-0.784877204177693	-2.67642476929142	137501.5
199	111	136	27	178	29.135811495292	16.5924460094582	21.837043068128	3.84411190805425	25.5938612944096	2.11210167481844	1.41804838804623	1.91178650852483	1.16950167282972	1.73678435720638	-2.75359129401434	-2.68398003588801	-2.78342486969132	-1.76358901976975	-2.73904834955239	140001.5
198	112	128	17	189	28.9894003822503	16.7419275050389	20.552511122944	2.42036675692305	27.1755044081091	1.93486734845116	1.31456154465004	1.70832715591796	0.520131813951148	1.74595474862271	-2.77028997864694	-2.70542324644285	-2.79102727206384	-1.83709906763043	-2.75439878175725	142501.5
164	88	98	14	168	24.0114225388336	13.154371611102	15.735516328504	1.99324321158369	24.1560039183192	1.60661775603972	1.21532288130605	1.32493204843094	0.268457726460896	1.57959414665696	-2.75486635613904	-2.63354495015168	-2.75764071446763	-1.94341267282677	-2.74148736091219	145001.5
171	95	95	13	175	25.0363003301253	14.2007420801669	15.25381684906	1.85086869647057	25.1625040815825	1.66110864087743	1.35135294233071	1.29631826043983	0.196694589087616	1.5165101694328	-2.76006640244341	-2.6360606417204	-2.751304676063	-1.97362664137877	-2.75995700331865	147501.5
210	112	115	15	202	30.7463337387503	16.7419275050389	18.46514671202	2.13561772669681	29.0447189970267	2.12740477249148	1.80841002295783	1.87847788485298	0.581742258445903	1.92105840638463	-2.76717034229668	-2.61881940513483	-2.72336053246779	-1.65898663034663	-2.75377251519967	150001.5
211	128	119	22	199	30.892744851792	19.1336314343302	19.107412684612	3.13223933248865	28.6133617841996	1.86388024307099	1.7310009222377	1.7742525327403	0.672170653787136	1.70007969231835	-2.79383292342025	-2.68502428268905	-2.75393177717867	-1.92726957860809	-2.77251090500501	152501.5
227	151	127	25	221	33.2353226604587	22.5717058326864	20.391944629796	3.55936287782801	31.7766480115985	2.08733511190159	2.22163137962836	2.03577958981962	0.737987070158227	2.09893397087188	-2.7913456726522	-2.67732455835938	-2.73938068485401	-1.98591035956994	-2.76025796886125	155001.5
193	135	110	25	200	28.2573448170419	20.1800019033951	17.66231424628	3.55936287782801	28.7571475218086	1.68949162590781	1.89516904420854	1.78537188040524	1.19122581943501	1.87029786447686	-2.78904059970984	-2.6802267257782	-2.7204329802688	-1.66688461152871	-2.75630521327224	157501.5
134	115	84	22	159	19.6190891475835	17.190371991781	13.487585424432	3.13223933248865	22.8619322798378	1.14702089817697	1.53499597747385	1.33516184828268	1.13435463990139	1.47332617257429	-2.7605231261151	-2.67683773509394	-2.69261597329373	-1.56518491655386	-2.73943584279894	160001.5
99	100	65	16	136	14.4947001911251	14.9481495580705	10.43682205462	2.27799224180993	19.5548603148298	0.909611679264859	1.39070502128996	1.06399802322708	1.09644052021231	1.20437037293695	-2.71195808213273	-2.64897011001632	-2.64341202620437	-1.19883070430498	-2.73267165808063	162501.5
95	90	65	16	117	13.9090557389585	13.4533346022634	10.43682205462	2.27799224180993	16.822931300258	0.781006373202905	0.958783823558268	0.823968371633309	1.06809548964858	0.818740399385561	-2.72535683225208	-2.69808710189931	-2.71110744708749	-1.22759025188392	-2.75338333471298	165001.5
104	86	68	21	116	15.2267557563335	12.8554086199406	10.918521534064	2.98986481737553	16.679145562649	0.827397361790425	0.919235523811393	0.920138374104275	1.00691771690187	0.902082394927411	-2.74288751155722	-2.69074886803538	-2.70331745184762	-1.61447532260389	-2.73667941303024	167501.5
107	84	68	19	119	15.6659890954585	12.5564456287792	10.918521534064	2.70511578714929	17.1105027754761	0.769075144508671	0.908433569452348	0.759673832468495	0.869700399969814	0.907834101382488	-2.76179620349875	-2.68477119977045	-2.74670312619784	-1.62208249817618	-2.74268969474799	170001.5
117	79	72	23	129	17.1301002258752	11.8090381508757	11.560787506656	3.27461384760177	18.5483601515665	0.976493256262042	0.903253340658909	1.05085248332098	1.06106205820944	1.15938463670697	-2.74974940900248	-2.66327570888234	-2.69327330533186	-1.67111003655593	-2.72439802245139	172501.5
131	86	74	24	142	19.1798558084585	12.8554086199406	11.881920492952	3.41698836271489	20.4175747404841	1.19818437824218	1.21802091713596	1.30936496170002	1.07323723995673	1.44177263435085	-2.74640117089857	-2.62339424336642	-2.64040693301944	-1.70742893732783	-2.71074054192856	175001.5
137	97	84	22	145	20.0583224867085	14.4997050713284	13.487585424432	3.13223933248865	20.8489319533112	1.21741514747295	1.38909601083139	1.4126019273536	1.09793977812995	1.45274476513865	-2.75626852275694	-2.63694880046524	-2.67545755278832	-1.59371308566918	-2.7155160470598	177501.5
149	99	81	27	144	21.8152558432086	14.7986680624898	13.005885944988	3.84411190805425	20.7051462157022	1.3573365940418	1.38340560799011	1.43187546330615	1.04179307222096	1.52103761708419	-2.76003167975167	-2.64637348353074	-2.65426587159056	-1.84779773279924	-2.70380470265839	180001.5
160	104	89	25	137	23.4257780866669	15.5460755403933	14.290417890172	3.55936287782801	19.6986460524389	1.3689936267971	1.65024625708848	1.40370644922165	0.807425854652479	1.4445676402989	-2.7777030952762	-2.61553013531104	-2.7029083100951	-1.93703377917671	-2.69922051866358	182501.5
148	92	82	29	127	21.6688447301669	13.7522975934248	13.166452438136	4.1288609382805	18.2607886763485	1.12496665184526	1.25317387123992	1.19777613046701	1.45909994214273	1.16938660014091	-2.78971051096693	-2.64345615945553	-2.71310178304918	-1.65590543586099	-2.71824078061133	185001.5
119	84	70	25	108	17.4229224519585	12.5564456287792	11.23965452036	3.55936287782801	15.5288596617766	0.982629316733363	1.13382257716382	1.02554978996788	1.01434357155435	0.983795895268124	-2.75349762741491	-2.6328208829639	-2.68761712469026	-1.7913885104901	-2.70109260384782	187501.5
97	66	66	17	96	14.2018779650418	9.86577870832651	10.597388547768	2.42036675692305	13.8034308104681	0.751289461983104	0.872839118576222	0.964368668149246	0.779976353985863	0.790270607394061	-2.73766108644355	-2.59834831736157	-2.67831135967207	-1.58588794029475	-2.70289960586095	190001.5
132	65	72	28	127	19.3262669215002	9.71629721274581	11.560787506656	3.98648642316737	18.2607886763485	1.13153253297762	0.811559366599298	1.08999258710156	1.46761250723216	1.00078537357218	-2.75869683037969	-2.60964560111733	-2.68324327218265	-1.6100801855628	-2.74505535835496	192501.5
140	74	80	29	139	20.4975558258335	11.0616306729722	12.84531945184	4.1288609382805	19.986217527657	1.70195642507781	1.49276926397583	1.85119841858167	1.61018287927955	1.74477668826444	-2.69285634077302	-2.48467967229623	-2.55106215865309	-1.5621970262945	-2.65998391414728	195001.5
196	82	96	43	177	28.696578156167	12.2574826376178	15.414383342208	6.12210414986418	25.4500755568006	2.70188972876834	2.15629966838687	2.57805782060786	2.60171559379166	2.55294919325965	-2.6882075831982	-2.38174415685924	-2.50517170815351	-1.5447348016263	-2.64324707954204	197501.5
207	100	101	47	183	30.3071003996253	14.9481495580705	16.217215807948	6.69160221031666	26.3127899824549	2.78591225729954	2.40985617016267	2.56535705460835	2.86974064850452	2.62556159985217	-2.69862594114939	-2.44983959366949	-2.53830867695517	-1.54805298845511	-2.64737956165472	200001.5
160	87	87	35	145	23.4257780866669	13.0048901155213	13.969284903876	4.98310802895922	20.8489319533112	2.27409218912109	2.13399917587269	2.23236965653571	2.22883304404699	2.24989894090064	-2.66372024874336	-2.42397956653954	-2.51544851306652	-1.45073739644324	-2.60391241407453	202501.5
127	77	71	29	125	18.5942113562919	11.5100751597143	11.400221013508	4.1288609382805	17.9732172011304	1.55806284274492	1.42222789082275	1.33427230046948	1.37582572384474	1.47211346338196	-2.68068518497493	-2.52360757316443	-2.61360721984101	-1.7075558386297	-2.66462600180661	205001.5
99	85	65	29	111	14.4947001911251	12.7059271243599	10.43682205462	4.1288609382805	15.9602168746038	0.761145694382689	0.891401605086043	0.724882629107981	0.849958493698589	0.872665534804754	-2.74159598454841	-2.69290582754394	-2.7390525405342	-2.03372226558698	-2.72956937555731	207501.5
110	97	72	28	127	16.1052224345835	14.4997050713284	11.560787506656	3.98648642316737	18.2607886763485	1.18174744330814	1.02293821007398	1.09804793674327	0.773365532161095	1.2125474977767	-2.69467890610759	-2.71059445407545	-2.68117901030977	-2.05384725598952	-2.71137641035321	210001.5
138	118	86	35	154	20.2047335997502	17.6388164785232	13.808718410728	4.98310802895922	22.1430035917926	2.13581591818586	1.90755057590801	1.81111934766494	1.59801775966594	2.14236050956885	-2.62488243484431	-2.62427203636277	-2.59967533572408	-1.78300172310369	-2.64202401965771	212501.5
161	120	101	36	174	23.5721891997086	17.9377794696846	16.217215807948	5.12548254407234	25.0187183439735	2.25902623388173	1.89441359417617	2.01961947121324	1.58857947827837	2.23103842555698	-2.66791550309349	-2.63355721058679	-2.63977840853539	-1.8173816366783	-2.67459972333758	215001.5
183	122	108	30	187	26.7932336866253	18.236742460846	17.341181259984	4.27123545339362	26.887932932891	2.71913443011709	2.22354453230775	2.68381517173215	1.87215052951978	2.92723744845986	-2.66144993926012	-2.58725123293397	-2.55602249857706	-1.44518359566804	-2.62227489111725	217501.5
160	101	102	30	169	23.4257780866669	15.0976310536512	16.377782301096	4.27123545339362	24.2997896559283	2.26552541870461	1.91780311206169	2.5560168025698	1.73354463814052	2.71356963838167	-2.664799097963	-2.55091304361996	-2.54581745542644	-1.52867833088601	-2.60621751069369	220001.5
133	84	96	23	153	19.4726780345419	12.5564456287792	15.414383342208	3.27461384760177	21.9992178541836	1.81609604268564	1.61253262170594	2.36669137632814	1.81121424798128	2.40275804719171	-2.65773893338955	-2.52248214584022	-2.5464225501777	-1.10478633033884	-2.60497620289601	222501.5
119	90	80	25	129	17.4229224519585	13.4533346022634	12.84531945184	3.55936287782801	18.5483601515665	1.70482436638506	1.6873810411475	2.13036817395602	2.07107891228335	2.24715013339801	-2.63254100338209	-2.54075301361759	-2.48628395613726	-1.04757350549413	-2.55397359661081	225001.5
98	75	71	21	111	14.3482890780835	11.2111121685529	11.400221013508	2.98986481737553	15.9602168746038	1.70220097821254	1.74311755587387	1.88391401037806	1.97838653686514	2.01776330226488	-2.54897278786879	-2.42775541504235	-2.47089364337682	-0.82352510707107	-2.5224036315818	227501.5
100	69	68	21	109	14.6411113041668	10.3142231950686	10.918521534064	2.98986481737553	15.6726453993857	1.801274640581	1.85792633871632	1.81388682975043	2.11391341533972	2.0040308143631	-2.53881831149948	-2.34418994940833	-2.46166980151694	-0.713181870585093	-2.51612606432584	230001.5
98	68	56	23	97	14.3482890780835	10.1647416994879	8.99172361628801	3.27461384760177	13.9472165480772	1.24373795761079	1.23942860506642	1.25495428712627	1.30501848917063	1.37144705080674	-2.64138158294669	-2.50811598722849	-2.5062265750181	-1.48693632884543	-2.58651285137749	232501.5
129	77	82	27	124	18.8870335823752	11.5100751597143	13.166452438136	3.84411190805425	17.8294314635213	1.54957017933897	1.33508623903616	1.70249567580924	1.68229819133147	1.84562789462135	-2.68745647161217	-2.54540720261212	-2.59869017534864	-1.4254603842417	-2.6010466220095	235001.5
157	97	94	30	152	22.9865447475419	14.4997050713284	15.093250355912	4.27123545339362	21.8554321165745	1.87616718541574	1.80730137550772	1.87763775636274	1.62968329434257	1.98202880473072	-2.70766080864934	-2.55283477268493	-2.63145841815781	-1.59124331505442	-2.65857585539398	237501.5
172	112	94	38	159	25.1827114431669	16.7419275050389	15.093250355912	5.41023157429858	22.8619322798378	2.00844819919964	1.91409453917548	1.76308376575241	2.132568611174	1.9692433849601	-2.72090866065079	-2.60028601792547	-2.6542681109098	-1.6056523866356	-2.67591915639789	240001.5
186	118	103	38	172	27.2324670257503	17.6388164785232	16.538348794244	5.41023157429858	24.7311468687554	2.8333852082407	2.49515334654553	2.38631084754139	2.42681558624506	2.61752307034868	-2.65508096882584	-2.52624880485558	-2.58245067106508	-1.46150749953202	-2.62474522449895	242501.5
159	109	79	28	143	23.2793669736252	16.2934830182968	12.684752958692	3.98648642316737	20.5613604780931	2.60786275381651	2.44626493730746	1.92498146775389	1.77699293135109	2.14264924985274	-2.61909393691496	-2.49216357372237	-2.52652942202347	-1.41232225590876	-2.61342543155525	245001.5
115	84	63	28	113	16.8372779997918	12.5564456287792	10.115689068324	3.98648642316737	16.2477883498219	2.59465688454128	1.46155053666385	2.61704966641957	1.53259376650819	2.76869593338184	-2.46478193793859	-2.55728227753116	-2.17741647272404	-1.56854375242442	-2.39735426502001	247501.5
103	82	58	22	100	15.0803446432918	12.2574826376178	9.31285660258401	3.13223933248865	14.3785737609043	2.50787016451756	1.50883974648274	2.65228564368668	1.34802404849948	2.72867653003476	-2.41702387993398	-2.53440784887363	-2.08861623931471	-1.39779180487551	-2.32781036688129	250001.5
114	97	83	25	109	16.6908668867502	14.4997050713284	13.327018931284	3.55936287782801	15.6726453993857	2.13630502445531	1.18650785864254	2.76347912033605	0.991623273715191	2.50732822840511	-2.53989123900397	-2.67769554094372	-2.3672649568863	-1.8073808766005	-2.42347880050098	252501.5
147	105	101	32	139	21.5224336171252	15.695557035974	16.217215807948	4.55598448361986	19.986217527657	2.6182006817845	1.25325235955497	3.18996787744008	1.16258898699469	2.78440340482543	-2.58391593928657	-2.69369831858826	-2.42217393662716	-1.93297212129175	-2.50838457684065	255001.5
168	112	100	30	140	24.5970669910002	16.7419275050389	16.0566493148	4.27123545339362	20.130003265266	1.80910034089225	1.29270254890803	1.80919199406968	0.803169572107765	1.46129147754178	-2.73730662201098	-2.70925655378619	-2.67434769861557	-2.08912651255271	-2.70356228921285	257501.5
175	110	111	28	161	25.6219447822919	16.4429645138775	17.822880739428	3.98648642316737	23.1495037550559	1.71602934637617	1.13713870847478	1.82945391648134	0.776575352803562	1.49061594077359	-2.76011252145073	-2.73074569545645	-2.71671311853676	-2.05179551827333	-2.74071056442974	260001.5
162	86	87	28	150	23.7186003127502	12.8554086199406	13.969284903876	3.98648642316737	21.5678606413564	1.46735586186453	0.878333300629869	1.26829750432419	0.919175911251981	1.19822597969578	-2.76869255553817	-2.69996937864958	-2.72206786837957	-1.96064433672531	-2.76003305019902	262501.5
117	63	70	20	111	17.1301002258752	9.4173342215844	11.23965452036	2.84749030226241	15.9602168746038	0.91498443752779	0.654572925455723	0.990462070669632	1.0714059316278	0.943568598916646	-2.76021975400227	-2.6436337439982	-2.69684968669559	-1.50525568510356	-2.7167419240992	265001.5
83	52	61	14	83	12.1521223824585	7.77303777019665	9.79455608202801	1.99324321158369	11.9342162215506	0.708477842003854	0.608264819574986	0.87175685693106	1.04922898900712	0.77444763983692	-2.69905332212976	-2.57944779938956	-2.66997570151746	-1.06367384194064	-2.65937433465289	267501.5
76	51	63	13	75	11.1272445911668	7.62355627461594	10.115689068324	1.85086869647057	10.7839303206782	1.19974062546317	1.14863724662991	1.47190511489993	0.749045355067542	1.22749269487082	-2.54350371164287	-2.37282619808331	-2.50993767777036	-1.31460641959048	-2.50441995051277	270001.5
70	55	64	11	83	10.2487779129168	8.22148225693876	10.276255561472	1.56611966624433	11.9342162215506	1.46367274344153	1.4797303926378	2.10758586607363	0.615259225718814	1.83055565180232	-2.43065191690772	-2.30552526645633	-2.33739252725204	-1.28746823293551	-2.40770365518699	272501.5
115	93	89	29	123	16.8372779997918	13.9017790890055	14.290417890172	4.1288609382805	17.6856457259123	4.06309470875945	4.3828267566666	4.28114652829256	3.6219253892788	4.14992550500676	-2.21065883820639	-1.99264604072958	-2.09938298579809	-0.314424149741294	-2.21983204470079	275001.5
129	98	92	35	138	18.8870335823752	14.6491865669091	14.772117369616	4.98310802895922	19.8424317900479	4.29109974803616	4.40162470812158	4.47768717568569	3.9559882273036	4.37338738551448	-2.26249572561163	-2.04110549299957	-2.09219799528279	-0.541006658758388	-2.27144417846083	277501.5
164	106	95	40	159	24.0114225388336	15.8450385315547	15.25381684906	5.69498060452482	22.8619322798378	4.28872091299837	4.18033671487157	4.10427477143563	4.25334440168038	4.33300994421538	-2.42507835653665	-2.15605186850942	-2.19779977474902	-0.674788029088692	-2.37316979517447	280001.5
173	114	98	44	152	25.3291225562086	17.0408904962003	15.735516328504	6.2644786649773	21.8554321165745	4.68910626945309	4.55852284991072	4.05025945144552	4.92811108595578	4.28651120889782	-2.40976985840517	-2.15221818559377	-2.23611614192135	-0.574425359704921	-2.35029240827812	282501.5
141	96	84	28	136	20.6439669388752	14.3502235757477	13.487585424432	3.98648642316737	19.5548603148298	2.26130131910479	1.84811529933481	2.09033852236224	1.61399642794255	2.06308397722417	-2.61568952659424	-2.53943915328373	-2.5252912612687	-1.51651065485714	-2.60479592635497	285001.5
153	111	107	31	157	22.4009002953752	16.5924460094582	17.180614766836	4.41360996850674	22.5743608046197	5.68768341485104	4.88464179895218	5.44368668149246	3.13517973486278	5.60794844253491	-2.19784267425442	-2.0708243944223	-2.06506170047344	-0.748578790855023	-2.19980738631737	287501.5
118	100	94	27	128	17.2765113389168	14.9481495580705	15.093250355912	3.84411190805425	18.4045744139575	5.60497999110716	4.66173498420423	5.60494193229553	3.35692903680225	5.4737650578058	-1.97066539838871	-2.00984814442609	-1.88928730222122	-0.321239465490866	-2.04111217079034	290001.5
127	104	107	32	163	18.5942113562919	15.5460755403933	17.180614766836	4.55598448361986	23.437075230274	6.28487475915222	5.03767439122501	6.42470966147764	3.03378361381531	6.37903514546735	-1.93690822937959	-1.97793448085957	-1.89245495290535	-0.867087802546011	-2.13288450703742	292501.5
147	95	107	29	156	21.5224336171252	14.2007420801669	17.180614766836	4.1288609382805	22.4305750670107	6.79611679264858	5.35478680611424	6.80395354583642	3.01169723039771	6.95466777542936	-2.01285949553728	-1.81475354868707	-1.82572863277853	-0.692915005989647	-2.01898634583629	295001.5
163	91	102	22	170	23.8650114257919	13.6028160978441	16.377782301096	3.13223933248865	24.4435753935373	3.673654957759	2.65058964346683	3.77682233753398	1.39154277664579	3.8254391739718	-2.49745528357175	-2.34041427969863	-2.32095847913109	-1.36369831733095	-2.47514386330003	297501.5
