"S"	"theta_W"	"theta_pi"	"TajD"	"position"
99	12.2256617089787	0.489118492485033	-2.59498803518402	147501.5
110	13.5840685655318	0.654099539911976	-2.58811988590566	150001.5
114	14.0780346951875	0.543619691884893	-2.61893975472363	152501.5
129	15.9304076813964	0.65219400623042	-2.62838198018395	155001.5
108	13.337085500704	0.515374339008829	-2.61140882411456	157501.5
83	10.2497971903558	0.380804904473747	-2.57391235679893	160001.5
59	7.28600041242162	0.314876962420762	-2.48968902203748	162501.5
52	6.42155968552414	0.22161033744682	-2.48220756223455	165001.5
48	5.92759355586844	0.231197902444897	-2.45022061106016	167501.5
47	5.80410202345451	0.205598569528491	-2.45376617129554	170001.5
42	5.18664436138488	0.204472865963763	-2.41252512083477	172501.5
47	5.80410202345451	0.305928294385869	-2.40979269037221	175001.5
59	7.28600041242162	0.342684835299057	-2.47975763058704	177501.5
64	7.90345807449125	0.376791832923746	-2.49584575463746	180001.5
86	10.6202717875976	0.505407428938861	-2.55208066212791	182501.5
84	10.3732887227698	0.394474833155699	-2.57365843301346	185001.5
72	8.89139033380266	0.342677201419902	-2.5438819120145	187501.5
57	7.03901734759377	0.257188324862664	-2.49912512351909	190001.5
68	8.39742420414695	0.292637710775808	-2.54218011248116	192501.5
79	9.75583106070014	1.12719452004921	-2.35625540631782	195001.5
99	12.2256617089787	1.64385311242062	-2.33967243950381	197501.5
105	12.9666109034622	1.67610566463194	-2.3616061472357	200001.5
76	9.38535646345836	1.53248714719	-2.22283782555246	202501.5
54	6.66854275035199	0.660106815586032	-2.32511011646976	205001.5
50	6.17457662069629	0.188799337614178	-2.48236133912103	207501.5
63	7.77996654207733	0.329179915851163	-2.50652756959349	210001.5
77	9.50884799587229	0.766022778320958	-2.44494211213181	212501.5
88	10.8672548524255	0.79090981158999	-2.48831684670301	215001.5
91	11.2377294496672	1.22964646331187	-2.39509765094464	217501.5
82	10.1263056579419	1.12194593451893	-2.37507751724657	220001.5
69	8.52091573656088	1.00814476183765	-2.32505391555763	222501.5
61	7.53298347724947	0.992999145592756	-2.26588107181802	225001.5
48	5.92759355586844	0.940070525298969	-2.14530950291242	227501.5
43	5.31013589379881	0.968804446440998	-2.05901527135981	230001.5
40	4.93966129655703	0.614557220328433	-2.18612877953638	232501.5
54	6.66854275035199	0.706639419590296	-2.30710319595157	235001.5
95	11.731695579323	0.949440818351845	-2.47828849982919	237501.5
103	12.7196278386344	0.935937660568372	-2.50992582378906	240001.5
107	13.2135939682901	1.5116102493636	-2.40441377789293	242501.5
96	11.8551871117369	1.43355970721137	-2.37194231497837	245001.5
57	7.03901734759377	1.4758449382977	-2.05004636476977	247501.5
52	6.42155968552414	1.51280583228368	-1.96526540002138	250001.5
72	8.89139033380266	1.11456279893243	-2.31418818159576	252501.5
92	11.3612209820812	1.22886604597357	-2.40012098441149	255001.5
99	12.2256617089787	0.550508386990695	-2.58141452901744	257501.5
104	12.8431193710483	0.492338227824315	-2.60683353580196	260001.5
99	12.2256617089787	0.39456526526262	-2.61589406252139	262501.5
72	8.89139033380266	0.28300492972427	-2.56163887850345	265001.5
53	6.54505121793807	0.23756220877485	-2.4823270428807	267501.5
49	6.05108508828236	0.528873973463462	-2.33192374660277	270001.5
39	4.81616976414311	0.704807875814403	-2.12467479867737	272501.5
68	8.39742420414695	2.67140025896467	-1.79604783037024	275001.5
75	9.26186493104444	2.72999967702819	-1.87173436019546	277501.5
100	12.3491532413926	2.63287735585915	-2.12805952246377	280001.5
102	12.5961363062204	2.80021668472373	-2.10582398351408	282501.5
84	10.3732887227698	0.868313822899876	-2.45144954873765	285001.5
94	11.608204046909	3.2162695581452	-1.94814241099515	287501.5
66	8.1504411393191	3.2686414924821	-1.57380401717301	290001.5
82	10.1263056579419	3.72480805198084	-1.68852128387049	292501.5
90	11.1142379172533	4.04195638706116	-1.71012448558161	295001.5
92	11.3612209820812	1.77295199170843	-2.2712395837977	297501.5
94	11.608204046909	1.57765915904013	-2.32853699318218	300001.5
64	7.90345807449125	0.704982280592037	-2.38701766139722	302501.5
62	7.6564750096634	1.01814631797456	-2.26608722901123	305001.5
64	7.90345807449125	2.32186548517706	-1.85085849711525	307501.5
75	9.26186493104444	2.65739385237839	-1.89253987461782	310001.5
91	11.2377294496672	2.84083127071791	-2.00951482227335	312501.5
100	12.3491532413926	2.79415655911705	-2.09273613845206	315001.5
95	11.731695579323	3.38821094169772	-1.91774007239891	317501.5
101	12.4726447738065	3.98242739740507	-1.84217216947888	320001.5
96	11.8551871117369	4.16132441931137	-1.75110832285876	322501.5
77	9.50884799587229	3.5423824162402	-1.66852963352653	325001.5
76	9.38535646345836	1.57163367950039	-2.2117569850018	327501.5
77	9.50884799587229	0.655302756711207	-2.4759051059872	330001.5
78	9.63233952828621	0.300626271701504	-2.57857006143835	332501.5
95	11.731695579323	0.92099815906068	-2.48482601141545	335001.5
105	12.9666109034622	0.907278903774953	-2.52241967738267	337501.5
97	11.9786786441508	0.954950130216362	-2.48464995006574	340001.5
115	14.2015262276015	1.33354062251348	-2.46943755268615	342501.5
101	12.4726447738065	0.767313491119743	-2.53977425636133	345001.5
83	10.2497971903558	0.735893031736385	-2.48130252470682	347501.5
70	8.64440726897481	0.703659857833681	-2.42515916977994	350001.5
47	5.80410202345451	0.326044740404067	-2.40097586010098	352501.5
42	5.18664436138488	0.262196149588798	-2.38457367999608	355001.5
47	5.80410202345451	0.310663648348293	-2.40771723369745	357501.5
68	8.39742420414695	0.320981129637949	-2.53328980108184	360001.5
86	10.6202717875976	0.907595416149178	-2.45060464146126	362501.5
88	10.8672548524255	0.975560429493786	-2.44271804660019	365001.5
101	12.4726447738065	1.70509972488674	-2.33629728702393	367501.5
99	12.2256617089787	4.34495679518009	-1.74244959379385	370001.5
96	11.8551871117369	4.54639431334725	-1.66346715699906	372501.5
111	13.7075600979458	5.2447979517715	-1.67948743471916	375001.5
96	11.8551871117369	4.63501308035832	-1.64329769639414	377501.5
79	9.75583106070014	1.94062721125586	-2.13412817134835	380001.5
65	8.02694960690518	1.15800779242895	-2.24563525193317	382501.5
52	6.42155968552414	0.594313934471956	-2.33299220012926	385001.5
60	7.40949194483555	0.597947660950066	-2.39577736394877	387501.5
64	7.90345807449125	0.758272042092035	-2.36934675362256	390001.5
72	8.89139033380266	0.79496281420019	-2.40929309477395	392501.5
74	9.13837339863051	0.703241168923065	-2.44733305908502	395001.5
63	7.77996654207733	0.572820454098365	-2.42456418011222	397501.5
63	7.77996654207733	1.75160707836764	-2.02800723644686	400001.5
46	5.68061049104059	1.72494722347007	-1.76723868020927	402501.5
35	4.3222036344874	1.60635373634343	-1.54192664078667	405001.5
26	3.21077984276207	1.58553262455701	-1.18748634798134	407501.5
30	3.70474597241777	0.492657089084434	-2.08095528584	410001.5
54	6.66854275035199	1.27110136323465	-2.08867094673082	412501.5
71	8.76789880138873	1.32191070123052	-2.24451738465797	415001.5
76	9.38535646345836	1.45800749881822	-2.24392007879863	417501.5
69	8.52091573656088	1.18460364018591	-2.27044338537923	420001.5
48	5.92759355586844	0.372395305751541	-2.38948662963417	422501.5
54	6.66854275035199	0.568974153446843	-2.36037611197695	425001.5
58	7.1625088800077	0.49376576322643	-2.41897825689712	427501.5
54	6.66854275035199	0.641867129397188	-2.33216840573828	430001.5
54	6.66854275035199	0.654775431827991	-2.32717322481363	432501.5
39	4.81616976414311	0.999281240916418	-1.97249648046849	435001.5
37	4.56918669931525	0.89513751258856	-1.98786243743138	437501.5
38	4.69267823172918	0.677196722129735	-2.1227304864376	440001.5
55	6.79203428276592	0.804117596972286	-2.27908318428873	442501.5
43	5.31013589379881	0.192845293566695	-2.42703871418908	445001.5
48	5.92759355586844	0.21121534292266	-2.45881581444525	447501.5
66	8.1504411393191	0.397556571448705	-2.49938993000227	450001.5
48	5.92759355586844	0.263066999034021	-2.43651258899332	452501.5
57	7.03901734759377	0.298714278583739	-2.48382268019965	455001.5
49	6.05108508828236	0.283563964567056	-2.43551345426349	457501.5
37	4.56918669931525	0.163953409848291	-2.38347320332297	460001.5
41	5.06315282897096	0.648815721093289	-2.18338304988799	462501.5
42	5.18664436138488	1.14406421854034	-1.95754525041212	465001.5
79	9.75583106070014	3.08927704228288	-1.82046188565273	467501.5
75	9.26186493104444	3.04413615317085	-1.78171718848093	470001.5
73	9.01488186621658	2.55177678537349	-1.89891218023925	472501.5
86	10.6202717875976	2.23086377342647	-2.11673090221312	475001.5
58	7.1625088800077	0.615777466550397	-2.37472049313877	477501.5
64	7.90345807449125	0.807068384876698	-2.35316586542157	480001.5
77	9.50884799587229	0.887640456036196	-2.41093157498545	482501.5
79	9.75583106070014	0.83538361710811	-2.4359413467834	485001.5
74	9.13837339863051	0.563645118574696	-2.48783485794623	487501.5
63	7.77996654207733	0.434684823554628	-2.47103454407115	490001.5
50	6.17457662069629	0.354110403509236	-2.41380519686919	492501.5
53	6.54505121793807	0.81857968742201	-2.25366625607046	495001.5
66	8.1504411393191	1.59702865934401	-2.11270179714544	497501.5
80	9.87932259311406	2.48610956965474	-1.99542980079488	500001.5
94	11.608204046909	2.61361884041376	-2.08804453056022	502501.5
74	9.13837339863051	2.02159272080261	-2.06483219857122	505001.5
81	10.002814125528	1.67770349426138	-2.22113670835537	507501.5
82	10.1263056579419	0.896071194731449	-2.4346564359772	510001.5
74	9.13837339863051	1.36081471107235	-2.25654749406284	512501.5
105	12.9666109034622	2.97673252355492	-2.08955734868162	515001.5
89	10.9907463848394	2.98146846473882	-1.95706231045267	517501.5
78	9.63233952828621	3.0406075393365	-1.82144931936668	520001.5
83	10.2497971903558	2.585034073526	-1.99903170727645	522501.5
64	7.90345807449125	1.11613890136735	-2.25067794956228	525001.5
73	9.01488186621658	0.912300821816452	-2.38060338554483	527501.5
72	8.89139033380266	0.68323218443452	-2.44254131865015	530001.5
63	7.77996654207733	0.574521047485664	-2.42399208156427	532501.5
51	6.29806815311022	0.508994764920564	-2.35851183385958	535001.5
44	5.43362742621273	0.288554759870459	-2.39110206795059	537501.5
48	5.92759355586844	0.605636738924269	-2.28916126572277	540001.5
54	6.66854275035199	0.600373472857155	-2.34822538323425	542501.5
68	8.39742420414695	0.980876545493516	-2.32630433590301	545001.5
76	9.38535646345836	1.34282753011712	-2.27652298874956	547501.5
75	9.26186493104444	1.06646113915094	-2.34842855393126	550001.5
67	8.27393267173303	1.96725887952271	-2.00528897090415	552501.5
60	7.40949194483555	1.79504385076353	-1.97473099993857	555001.5
55	6.79203428276592	1.43106107984157	-2.04045989938286	557501.5
56	6.91552581517984	1.38621027813745	-2.07050740983636	560001.5
60	7.40949194483555	0.500404301984515	-2.43008561501102	562501.5
72	8.89139033380266	0.301091938330001	-2.55625663987617	565001.5
71	8.76789880138873	0.262110415253665	-2.56398340235011	567501.5
62	7.6564750096634	0.24047247839759	-2.53155717454253	570001.5
57	7.03901734759377	0.239234028309947	-2.50574133773499	572501.5
45	5.55711895862666	0.168303546524089	-2.45498439501458	575001.5
47	5.80410202345451	0.226336295865667	-2.444677040285	577501.5
73	9.01488186621658	1.17992935725674	-2.30197197241286	580001.5
79	9.75583106070014	1.17259907160285	-2.34385660848161	582501.5
77	9.50884799587229	1.2052703127248	-2.32210598447389	585001.5
72	8.89139033380266	1.17910137497908	-2.29498312538557	587501.5
55	6.79203428276592	0.249281387721786	-2.49026145227256	590001.5
76	9.38535646345836	0.348211763807779	-2.55805951485259	592501.5
83	10.2497971903558	0.348910557361262	-2.58223065838098	595001.5
83	10.2497971903558	0.371460449165705	-2.57634946570409	597501.5
76	9.38535646345836	0.655070804229169	-2.47119981367963	600001.5
60	7.40949194483555	1.07322181997551	-2.22861247087794	602501.5
57	7.03901734759377	1.04718676872576	-2.20800823573235	605001.5
55	6.79203428276592	1.20882711318988	-2.1250451938936	607501.5
58	7.1625088800077	1.39092038157651	-2.09354999000188	610001.5
46	5.68061049104059	0.941412326365951	-2.11729202999974	612501.5
48	5.92759355586844	1.27610155408163	-2.00077070982767	615001.5
42	5.18664436138488	1.04483494672433	-2.00559520437261	617501.5
43	5.31013589379881	0.70154292442166	-2.185772594996	620001.5
48	5.92759355586844	0.702417297195724	-2.24753253537218	622501.5
47	5.80410202345451	0.965526576175838	-2.12069758418524	625001.5
56	6.91552581517984	1.81533939933115	-1.90981572580138	627501.5
47	5.80410202345451	1.65619474612948	-1.81798486730116	630001.5
63	7.77996654207733	1.63729326133998	-2.06646367713418	632501.5
53	6.54505121793807	1.80272529485858	-1.86635345189069	635001.5
54	6.66854275035199	1.0589946181152	-2.17075079982456	637501.5
58	7.1625088800077	1.06657153678796	-2.21120226561869	640001.5
40	4.93966129655703	1.25469909303643	-1.8625683411634	642501.5
45	5.55711895862666	0.511379471324507	-2.2986891840488	645001.5
41	5.06315282897096	0.580138995322781	-2.21735136615036	647501.5
43	5.31013589379881	0.599576026096122	-2.23413365735009	650001.5
44	5.43362742621273	0.429092713462346	-2.32578897846648	652501.5
42	5.18664436138488	0.408220513407734	-2.31386406145106	655001.5
43	5.31013589379881	0.522736921843758	-2.27057705979741	657501.5
55	6.79203428276592	0.549768487934067	-2.37589194228684	660001.5
67	8.27393267173303	0.635354256034435	-2.42878537166555	662501.5
79	9.75583106070014	0.795072037394263	-2.4469493869518	665001.5
93	11.4847125144951	0.67188647834474	-2.5354654143491	667501.5
96	11.8551871117369	0.807603930860544	-2.51440864347011	670001.5
91	11.2377294496672	0.717887646915472	-2.51756989070048	672501.5
93	11.4847125144951	0.877933685078996	-2.48715005584325	675001.5
98	12.1021701765647	0.866899793591652	-2.50801051677187	677501.5
108	13.337085500704	0.845062201434582	-2.54426101659616	680001.5
103	12.7196278386344	0.805607377850593	-2.53768617197133	682501.5
93	11.4847125144951	0.510587309556736	-2.57328794681729	685001.5
71	8.76789880138873	0.420772372404114	-2.51615636901111	687501.5
67	8.27393267173303	1.93166797323445	-2.01660556253324	690001.5
77	9.50884799587229	1.98637528737151	-2.10366899196996	692501.5
85	10.4967802551837	2.01235279091686	-2.16420992880906	695001.5
99	12.2256617089787	2.10085059030439	-2.23862880464963	697501.5
77	9.50884799587229	0.889218907357004	-2.41049015908039	700001.5
72	8.89139033380266	0.839892303581757	-2.39592320932056	702501.5
64	7.90345807449125	0.778470699116525	-2.36264887028803	705001.5
61	7.53298347724947	0.697712478749923	-2.36818781067681	707501.5
76	9.38535646345836	0.554985950726246	-2.49952989140934	710001.5
72	8.89139033380266	0.507678214376943	-2.49478176257382	712501.5
71	8.76789880138873	0.564237625041472	-2.47291022769213	715001.5
65	8.02694960690518	0.73990023107165	-2.38232545899025	717501.5
55	6.79203428276592	0.82836338439224	-2.26985490518964	720001.5
62	7.6564750096634	1.02699985613074	-2.26306494875379	722501.5
64	7.90345807449125	0.965099666164592	-2.30076262475122	725001.5
65	8.02694960690518	0.83098121772117	-2.3525487219141	727501.5
65	8.02694960690518	0.452565130201681	-2.47626275662051	730001.5
67	8.27393267173303	0.783297072407344	-2.38174502872542	732501.5
72	8.89139033380266	0.911155152721625	-2.37471717864457	735001.5
77	9.50884799587229	0.930354946019666	-2.39898641392365	737501.5
93	11.4847125144951	1.03954173236207	-2.44925509543264	740001.5
95	11.731695579323	0.54151743900971	-2.57204920593813	742501.5
91	11.2377294496672	1.77110929072454	-2.2655167564039	745001.5
84	10.3732887227698	1.64283310872112	-2.25169153004567	747501.5
60	7.40949194483555	1.50453951560101	-2.07690808068631	750001.5
62	7.6564750096634	1.62379656299272	-2.05933996637546	752501.5
60	7.40949194483555	0.333683904553022	-2.48872502740093	755001.5
81	10.002814125528	1.06880297838731	-2.38359116060793	757501.5
95	11.731695579323	1.10343612645227	-2.44289286046122	760001.5
94	11.608204046909	1.65411539489176	-2.31078808965499	762501.5
93	11.4847125144951	1.66159659646434	-2.30339141571691	765001.5
76	9.38535646345836	1.01061402813378	-2.37055953878332	767501.5
66	8.1504411393191	1.29594435489317	-2.20976593785828	770001.5
54	6.66854275035199	0.653475910707103	-2.3276761060522	772501.5
67	8.27393267173303	0.90439975689031	-2.34323885486234	775001.5
70	8.64440726897481	0.9222260391618	-2.35840754661308	777501.5
83	10.2497971903558	1.2198392774827	-2.35508546161976	780001.5
89	10.9907463848394	1.97188677195548	-2.20375299842476	782501.5
78	9.63233952828621	2.16836403033586	-2.06247054845405	785001.5
71	8.76789880138873	3.21533587600231	-1.67376362247642	787501.5
56	6.91552581517984	3.31821003150443	-1.34705081229733	790001.5
45	5.55711895862666	2.50518017422861	-1.39037274748916	792501.5
58	7.1625088800077	2.73745504085593	-1.60511641175252	795001.5
76	9.38535646345836	2.2081858673408	-2.03157414684625	797501.5
78	9.63233952828621	2.0372374753	-2.09870387450877	800001.5
102	12.5961363062204	3.1449920284685	-2.0317077988336	802501.5
82	10.1263056579419	2.42252816460992	-2.03202329585821	805001.5
50	6.17457662069629	1.90018526837489	-1.77263258211512	807501.5
53	6.54505121793807	3.46189255608699	-1.21338429804416	810001.5
30	3.70474597241777	2.55638412505468	-0.743967475099043	812501.5
33	4.07522056965955	2.54468491163785	-0.914122184069365	815001.5
61	7.53298347724947	2.52923863799851	-1.73362658754164	817501.5
59	7.28600041242162	0.584777457742075	-2.39329590763297	820001.5
60	7.40949194483555	0.821785916667401	-2.31704828227752	822501.5
80	9.87932259311406	1.74983660562499	-2.19415003370075	825001.5
65	8.02694960690518	1.7213082119987	-2.06147773338371	827501.5
75	9.26186493104444	1.85786950177194	-2.12164705007936	830001.5
83	10.2497971903558	2.32356901467173	-2.06722389208735	832501.5
69	8.52091573656088	4.03781706289436	-1.38743030502451	835001.5
86	10.6202717875976	9.2729205753596	-0.339950082563757	837501.5
87	10.7437633200115	11.1241257006286	0.0949381714106456	840001.5
112	13.8310516303597	18.2539139779263	0.870317057856646	842501.5
128	15.8069161489825	21.7978037916891	1.03831872018788	845001.5
120	14.8189838896711	19.8988017745833	0.936220722529231	847501.5
108	13.337085500704	18.3793744329643	1.02696727803209	850001.5
97	11.9786786441508	15.2050072375047	0.727185649414299	852501.5
100	12.3491532413926	14.5302181234163	0.477697005105897	855001.5
107	13.2135939682901	12.3388379474261	-0.179736656568614	857501.5
98	12.1021701765647	11.6918514212228	-0.0915940354391414	860001.5
67	8.27393267173303	6.81093112772948	-0.46518037197828	862501.5
30	3.70474597241777	1.23915710229692	-1.59733443822446	865001.5
NA	NA	NA	NA	867501.5
NA	NA	NA	NA	870001.5
NA	NA	NA	NA	872501.5
NA	NA	NA	NA	875001.5
NA	NA	NA	NA	877501.5
NA	NA	NA	NA	880001.5
NA	NA	NA	NA	882501.5
NA	NA	NA	NA	885001.5
NA	NA	NA	NA	887501.5
NA	NA	NA	NA	890001.5
NA	NA	NA	NA	892501.5
NA	NA	NA	NA	895001.5
NA	NA	NA	NA	897501.5
NA	NA	NA	NA	900001.5
NA	NA	NA	NA	902501.5
NA	NA	NA	NA	905001.5
NA	NA	NA	NA	907501.5
NA	NA	NA	NA	910001.5
NA	NA	NA	NA	912501.5
NA	NA	NA	NA	915001.5
NA	NA	NA	NA	917501.5
NA	NA	NA	NA	920001.5
NA	NA	NA	NA	922501.5
NA	NA	NA	NA	925001.5
NA	NA	NA	NA	927501.5
NA	NA	NA	NA	930001.5
NA	NA	NA	NA	932501.5
NA	NA	NA	NA	935001.5
NA	NA	NA	NA	937501.5
NA	NA	NA	NA	940001.5
NA	NA	NA	NA	942501.5
NA	NA	NA	NA	945001.5
NA	NA	NA	NA	947501.5
NA	NA	NA	NA	950001.5
NA	NA	NA	NA	952501.5
NA	NA	NA	NA	955001.5
NA	NA	NA	NA	957501.5
NA	NA	NA	NA	960001.5
NA	NA	NA	NA	962501.5
NA	NA	NA	NA	965001.5
NA	NA	NA	NA	967501.5
NA	NA	NA	NA	970001.5
NA	NA	NA	NA	972501.5
NA	NA	NA	NA	975001.5
NA	NA	NA	NA	977501.5
NA	NA	NA	NA	980001.5
NA	NA	NA	NA	982501.5
NA	NA	NA	NA	985001.5
NA	NA	NA	NA	987501.5
NA	NA	NA	NA	990001.5
NA	NA	NA	NA	992501.5
NA	NA	NA	NA	995001.5
