"S"	"theta_W"	"theta_pi"	"TajD"	"position"
83	10.2497971903558	0.887346258077965	-2.44180230832552	147501.5
79	9.75583106070014	0.953794478356485	-2.40360643145016	150001.5
84	10.3732887227698	0.847603108750481	-2.45679109581068	152501.5
70	8.64440726897481	0.799000549052078	-2.39604146339917	155001.5
55	6.79203428276592	0.38800776306788	-2.43746029189256	157501.5
45	5.55711895862666	0.231399906631786	-2.42623956565955	160001.5
48	5.92759355586844	0.165074415641231	-2.47866265408154	162501.5
68	8.39742420414695	0.208345591581593	-2.56861951951917	165001.5
92	11.3612209820812	0.356077008224037	-2.60686455958985	167501.5
103	12.7196278386344	0.366947652141744	-2.63112068669256	170001.5
113	13.9545431627736	0.4560767146133	-2.6338991594472	172501.5
97	11.9786786441508	0.439381420899799	-2.60085453241187	175001.5
78	9.63233952828621	0.398842586475702	-2.5514306024925	177501.5
81	10.002814125528	0.438764838352609	-2.55168512385682	180001.5
73	9.01488186621658	0.924482144063044	-2.37702441523627	182501.5
69	8.52091573656088	0.9567141435228	-2.34097067395407	185001.5
66	8.1504411393191	1.03510703579408	-2.29385517754937	187501.5
60	7.40949194483555	1.12301643926515	-2.21109855380295	190001.5
47	5.80410202345451	0.494338304163107	-2.32721453138213	192501.5
63	7.77996654207733	0.573143425908799	-2.42445552879959	195001.5
66	8.1504411393191	0.50679385883783	-2.46417380190298	197501.5
73	9.01488186621658	0.556912037159375	-2.48501946473037	200001.5
70	8.64440726897481	0.555809822453587	-2.47031359297079	202501.5
65	8.02694960690518	0.497253271557634	-2.46165304405011	205001.5
63	7.77996654207733	0.407973880388858	-2.48002040272119	207501.5
46	5.68061049104059	0.208370842104954	-2.44478685894651	210001.5
59	7.28600041242162	0.346990930364342	-2.47821973821019	212501.5
72	8.89139033380266	0.592955103982242	-2.46940550609868	215001.5
71	8.76789880138873	0.739015288311063	-2.42022527864552	217501.5
82	10.1263056579419	0.832283087727952	-2.45148180762662	220001.5
66	8.1504411393191	0.689316386121608	-2.40533183634835	222501.5
63	7.77996654207733	0.481529242161327	-2.45527556013971	225001.5
64	7.90345807449125	0.308892001162698	-2.5183613679784	227501.5
65	8.02694960690518	0.758458191299139	-2.37625838041885	230001.5
75	9.26186493104444	0.819906807952153	-2.4190797684639	232501.5
58	7.1625088800077	0.708101013837874	-2.34123162580993	235001.5
74	9.13837339863051	1.07136385123331	-2.34052752412921	237501.5
60	7.40949194483555	0.527438216960718	-2.42057716305658	240001.5
48	5.92759355586844	0.480880362433093	-2.34282338184634	242501.5
55	6.79203428276592	0.595578222304433	-2.35845612933909	245001.5
38	4.69267823172918	0.434581472575289	-2.25098578669803	247501.5
50	6.17457662069629	0.755931964520079	-2.24716580133108	250001.5
61	7.53298347724947	0.82984024639813	-2.32241005455491	252501.5
54	6.66854275035199	0.709724093990669	-2.30590950632382	255001.5
60	7.40949194483555	0.640419628464974	-2.38083899254079	257501.5
60	7.40949194483555	0.379345071890589	-2.47266494079508	260001.5
59	7.28600041242162	0.552464421718973	-2.40483628726222	262501.5
69	8.52091573656088	0.750511323098063	-2.40478636547996	265001.5
75	9.26186493104444	0.639175893384069	-2.47086899705195	267501.5
81	10.002814125528	0.625327449374169	-2.50191028216398	270001.5
96	11.8551871117369	0.517187678919043	-2.58050682278502	272501.5
106	13.0901024358761	0.401181489604712	-2.63044531457621	275001.5
106	13.0901024358761	0.40544471750243	-2.62956153668083	277501.5
110	13.5840685655318	0.9042159565691	-2.53805547581627	280001.5
110	13.5840685655318	1.09090129687862	-2.50068771099759	282501.5
98	12.1021701765647	1.17146573415897	-2.44002331611216	285001.5
81	10.002814125528	1.22572499831174	-2.34172441862202	287501.5
71	8.76789880138873	0.723723453919263	-2.42483484659997	290001.5
59	7.28600041242162	0.462883785934284	-2.43682939814312	292501.5
60	7.40949194483555	0.377313872813701	-2.4733793603991	295001.5
82	10.1263056579419	1.01553435686036	-2.40314567016744	297501.5
83	10.2497971903558	1.00155554968334	-2.41201560889271	300001.5
101	12.4726447738065	1.40759805864581	-2.40084796524872	302501.5
109	13.4605770331179	1.39324166806132	-2.43642389444666	305001.5
87	10.7437633200115	0.664924380554748	-2.51567081187702	307501.5
75	9.26186493104444	0.644307621841115	-2.46939847797253	310001.5
46	5.68061049104059	0.201496240314516	-2.44785816744102	312501.5
34	4.19871210207348	1.22214999398098	-1.73273188179203	315001.5
38	4.69267823172918	1.34165661049893	-1.77147267123304	317501.5
52	6.42155968552414	1.37520046273052	-2.02035699347364	320001.5
59	7.28600041242162	1.44610804287891	-2.08567758505685	322501.5
73	9.01488186621658	0.427630531993294	-2.52300340925375	325001.5
92	11.3612209820812	0.819386529726619	-2.49711722919647	327501.5
109	13.4605770331179	1.24404983161424	-2.46654608332927	330001.5
113	13.9545431627736	1.62014169654156	-2.40676004040597	332501.5
89	10.9907463848394	1.57352511986658	-2.30109243189307	335001.5
66	8.1504411393191	1.10912982585947	-2.26999156724272	337501.5
50	6.17457662069629	0.71240064946695	-2.26521867039361	340001.5
58	7.1625088800077	0.264761720206585	-2.50204575419096	342501.5
78	9.63233952828621	0.298419493404035	-2.5791798457613	345001.5
80	9.87932259311406	0.266657858344564	-2.5944602997296	347501.5
90	11.1142379172533	1.10354652408929	-2.42065143984529	350001.5
94	11.608204046909	1.48126792860561	-2.35091369837559	352501.5
89	10.9907463848394	1.5569002927299	-2.30515469854576	355001.5
95	11.731695579323	2.01480561501173	-2.23341566179886	357501.5
79	9.75583106070014	1.23536071547064	-2.32671804180584	360001.5
63	7.77996654207733	0.830588953776862	-2.33784798712091	362501.5
56	6.91552581517984	1.25336433862713	-2.12025289827522	365001.5
42	5.18664436138488	0.792569886695617	-2.12774993047698	367501.5
40	4.93966129655703	0.704910052350794	-2.1404598377224	370001.5
36	4.44569516690133	0.968732218199755	-1.92650805456418	372501.5
36	4.44569516690133	0.426026242927651	-2.22720939882563	375001.5
58	7.1625088800077	0.472006858746811	-2.42687094610533	377501.5
68	8.39742420414695	0.625621060110926	-2.43773520832983	380001.5
90	11.1142379172533	0.862314181104975	-2.47898301710088	382501.5
99	12.2256617089787	0.975681984338803	-2.48740725808234	385001.5
82	10.1263056579419	1.13231509129826	-2.37234244758078	387501.5
68	8.39742420414695	0.993628647012364	-2.32230446016291	390001.5
51	6.29806815311022	0.835153426290493	-2.2256323536778	392501.5
40	4.93966129655703	0.77585521467349	-2.10460052465408	395001.5
57	7.03901734759377	0.825282820542182	-2.28978053197498	397501.5
69	8.52091573656088	0.95290483782411	-2.3421495786698	400001.5
74	9.13837339863051	0.663594323917237	-2.45883602451922	402501.5
93	11.4847125144951	2.00636489355143	-2.22254778702023	405001.5
77	9.50884799587229	2.71350286417274	-1.90032684693374	407501.5
66	8.1504411393191	2.63931212876592	-1.77668843529598	410001.5
61	7.53298347724947	2.63051085332088	-1.69853922583509	412501.5
49	6.05108508828236	1.27570811569437	-2.01655002494832	415001.5
56	6.91552581517984	0.354581355130994	-2.45681116026925	417501.5
77	9.50884799587229	0.349807244551319	-2.56133731172861	420001.5
73	9.01488186621658	0.337972970195574	-2.54934552098157	422501.5
67	8.27393267173303	0.310976637393676	-2.53192545509144	425001.5
72	8.89139033380266	0.394249340109869	-2.52853534127974	427501.5
60	7.40949194483555	0.546547578151838	-2.41385595960063	430001.5
71	8.76789880138873	0.709484507629475	-2.42912703214428	432501.5
71	8.76789880138873	0.697676071018565	-2.43268656526498	435001.5
79	9.75583106070014	0.720202473964068	-2.46739431040754	437501.5
70	8.64440726897481	0.52867490538394	-2.47860078428232	440001.5
57	7.03901734759377	0.446399891951249	-2.42940007156237	442501.5
68	8.39742420414695	1.15842413245368	-2.27061404166043	445001.5
55	6.79203428276592	1.06904315196998	-2.17824888595655	447501.5
66	8.1504411393191	1.5532266351916	-2.12682277845528	450001.5
75	9.26186493104444	1.54141584969479	-2.21232821862275	452501.5
69	8.52091573656088	1.52002983085085	-2.16663561849667	455001.5
66	8.1504411393191	1.46322378716745	-2.15583807077052	457501.5
82	10.1263056579419	0.980811363909955	-2.41230454458174	460001.5
97	11.9786786441508	1.44179783726331	-2.37491882511335	462501.5
118	14.5720008248432	1.26780000411055	-2.49147579599734	465001.5
112	13.8310516303597	1.23651695455199	-2.47831325118066	467501.5
104	12.8431193710483	1.41288246468597	-2.41253768034048	470001.5
94	11.608204046909	1.26422382533684	-2.40129931842547	472501.5
89	10.9907463848394	1.38440104877755	-2.3473047865173	475001.5
97	11.9786786441508	1.71410183007572	-2.31354393718057	477501.5
100	12.3491532413926	1.74847542624939	-2.32176130390388	480001.5
100	12.3491532413926	1.47833299568099	-2.38092792067816	482501.5
80	9.87932259311406	1.15895909121605	-2.35362800317491	485001.5
74	9.13837339863051	0.877407534638727	-2.39680117730901	487501.5
75	9.26186493104444	0.904247079307196	-2.39491169736868	490001.5
76	9.38535646345836	1.44534817829218	-2.24750343354169	492501.5
100	12.3491532413926	1.49740947246959	-2.3767497892044	495001.5
147	18.1532552648471	2.07189763555274	-2.44159097033382	497501.5
151	18.6472213945028	2.11046634193319	-2.44687303446029	500001.5
169	20.8700689779535	1.67550552428601	-2.54848062383915	502501.5
169	20.8700689779535	1.49916820078277	-2.57189309963171	505001.5
119	14.6954923572572	0.920188967870177	-2.55909421606389	507501.5
86	10.6202717875976	0.572646049320732	-2.53511569089942	510001.5
53	6.54505121793807	0.368210765531274	-2.43090999798713	512501.5
30	3.70474597241777	0.241018594367959	-2.24397955905303	515001.5
35	4.3222036344874	0.465628459101492	-2.18957461868123	517501.5
42	5.18664436138488	0.581676928361916	-2.22987097553832	520001.5
61	7.53298347724947	0.993569924865012	-2.26568331630614	522501.5
62	7.6564750096634	2.53671279291341	-1.74770312134089	525001.5
61	7.53298347724947	2.27492769835607	-1.82173663724051	527501.5
65	8.02694960690518	2.29265297853412	-1.87469030914968	530001.5
51	6.29806815311022	2.20426440234067	-1.66784629322312	532501.5
43	5.31013589379881	0.644598883691979	-2.2127801273388	535001.5
44	5.43362742621273	0.695754095135751	-2.20186175284478	537501.5
44	5.43362742621273	0.620023665025383	-2.23705643322864	540001.5
38	4.69267823172918	0.282146999151465	-2.33156822821775	542501.5
52	6.42155968552414	0.256478961322658	-2.46824758336857	545001.5
64	7.90345807449125	0.32189014847895	-2.51405117675213	547501.5
67	8.27393267173303	0.317875902486002	-2.5297317440081	550001.5
71	8.76789880138873	0.296013059805571	-2.55376379495092	552501.5
66	8.1504411393191	0.306480869792447	-2.52875109094756	555001.5
62	7.6564750096634	0.302540613705162	-2.51036934018219	557501.5
74	9.13837339863051	0.368131490632349	-2.54456034275603	560001.5
87	10.7437633200115	1.04421542806977	-2.4210000444234	562501.5
93	11.4847125144951	1.16999004659602	-2.41866668237628	565001.5
92	11.3612209820812	1.18225357984891	-2.41116240161277	567501.5
83	10.2497971903558	1.35817808665627	-2.31900559043918	570001.5
75	9.26186493104444	0.731788940857989	-2.44433032602643	572501.5
73	9.01488186621658	0.684282136429165	-2.44759710661049	575001.5
69	8.52091573656088	0.699758358363649	-2.42049340350613	577501.5
70	8.64440726897481	1.31382348709728	-2.23881097810988	580001.5
61	7.53298347724947	1.59287935241216	-2.05804308061506	582501.5
52	6.42155968552414	1.57055612809649	-1.94214453032713	585001.5
47	5.80410202345451	1.42478603117559	-1.91940891413257	587501.5
33	4.07522056965955	1.07842107890201	-1.78985761053755	590001.5
41	5.06315282897096	0.858341627836647	-2.07974907221114	592501.5
37	4.56918669931525	0.83495083488213	-2.02042673631954	595001.5
37	4.56918669931525	0.858496067084181	-2.00768747228243	597501.5
63	7.77996654207733	0.790196924721143	-2.35143631537388	600001.5
66	8.1504411393191	0.77225319815495	-2.37859450638968	602501.5
79	9.75583106070014	0.80776541676576	-2.44348315638019	605001.5
91	11.2377294496672	0.822019043592386	-2.4926495474229	607501.5
73	9.01488186621658	0.511800509121018	-2.49827359397471	610001.5
63	7.77996654207733	0.427419719484302	-2.47347860596176	612501.5
53	6.54505121793807	0.371342417649529	-2.42967752897597	615001.5
43	5.31013589379881	0.487464289594142	-2.28730623363351	617501.5
40	4.93966129655703	0.33189933849501	-2.32899852772002	620001.5
42	5.18664436138488	0.325539729936844	-2.35390071360507	622501.5
55	6.79203428276592	0.456368563685637	-2.41144123395843	625001.5
69	8.52091573656088	0.379114881072971	-2.51972621319526	627501.5
64	7.90345807449125	0.368278296000728	-2.49866884713344	630001.5
65	8.02694960690518	0.417937267129984	-2.48758350326725	632501.5
66	8.1504411393191	0.377803615522612	-2.5057579261587	635001.5
51	6.29806815311022	0.356747615146791	-2.42053846236033	637501.5
58	7.1625088800077	0.417937854351458	-2.4464835993016	640001.5
66	8.1504411393191	0.399357579707975	-2.49880931747442	642501.5
64	7.90345807449125	0.573487537692278	-2.43062137455392	645001.5
75	9.26186493104444	0.562138308273657	-2.49294445168399	647501.5
85	10.4967802551837	0.607124758138156	-2.52265585501785	650001.5
90	11.1142379172533	0.789453502335673	-2.49660121149367	652501.5
100	12.3491532413926	0.796180711536259	-2.53033296857372	655001.5
94	11.608204046909	0.801483908663572	-2.5087218987779	657501.5
87	10.7437633200115	0.987407622721948	-2.43517923100022	660001.5
81	10.002814125528	0.770826249974309	-2.46309125124073	662501.5
65	8.02694960690518	0.550715676170846	-2.44417479722619	665001.5
57	7.03901734759377	0.498970894367665	-2.41002749338809	667501.5
48	5.92759355586844	0.303629909538532	-2.41906505103956	670001.5
53	6.54505121793807	0.391649710646619	-2.42168554635006	672501.5
48	5.92759355586844	0.295021829958278	-2.42276768956617	675001.5
72	8.89139033380266	0.426202409369706	-2.51902691192146	677501.5
82	10.1263056579419	0.625491871386753	-2.50602707056391	680001.5
67	8.27393267173303	0.530942167493181	-2.46198455343383	682501.5
68	8.39742420414695	0.557844544859316	-2.45899426423548	685001.5
57	7.03901734759377	0.587125756414661	-2.37754215207919	687501.5
48	5.92759355586844	0.762731401961907	-2.22158931238925	690001.5
60	7.40949194483555	1.29042799637097	-2.15221604460068	692501.5
58	7.1625088800077	1.26352914233368	-2.13975909304443	695001.5
43	5.31013589379881	1.11061490896599	-1.99175712451749	697501.5
54	6.66854275035199	0.675758029519623	-2.31905349936556	700001.5
54	6.66854275035199	0.253990316717902	-2.48226675261194	702501.5
59	7.28600041242162	0.361743695443455	-2.47295088914653	705001.5
62	7.6564750096634	0.382038656789601	-2.48323156070004	707501.5
51	6.29806815311022	0.380779066728912	-2.41074786909252	710001.5
45	5.55711895862666	0.326009507115656	-2.38313823910737	712501.5
43	5.31013589379881	0.216116293340615	-2.41600169835758	715001.5
43	5.31013589379881	0.23742186284268	-2.40589685068545	717501.5
46	5.68061049104059	0.213762709674767	-2.4423779792509	720001.5
39	4.81616976414311	0.41773937349341	-2.27302642252905	722501.5
35	4.3222036344874	0.53592239281006	-2.14966516376437	725001.5
54	6.66854275035199	0.679876213713383	-2.31745986803881	727501.5
65	8.02694960690518	1.04635291423337	-2.2821381278198	730001.5
62	7.6564750096634	0.786744649678349	-2.34507945576771	732501.5
60	7.40949194483555	0.72909594318045	-2.34964948563024	735001.5
53	6.54505121793807	1.12286787223235	-2.13391292968551	737501.5
44	5.43362742621273	1.29076506149677	-1.92533855397409	740001.5
48	5.92759355586844	1.33177954531441	-1.97682164273312	742501.5
56	6.91552581517984	1.29606532251671	-2.10426308851335	745001.5
61	7.53298347724947	0.790129981473162	-2.33616830428264	747501.5
67	8.27393267173303	0.730403098180494	-2.39856335588789	750001.5
64	7.90345807449125	0.70101501231697	-2.38833320925919	752501.5
65	8.02694960690518	0.736372204458773	-2.38347886240312	755001.5
55	6.79203428276592	1.24142377718468	-2.11263845668052	757501.5
44	5.43362742621273	0.791499381949399	-2.15736544188025	760001.5
48	5.92759355586844	1.01180138995323	-2.11445552897551	762501.5
46	5.68061049104059	1.38074031011166	-1.92101713154241	765001.5
41	5.06315282897096	0.918666302589353	-2.04991177860934	767501.5
51	6.29806815311022	0.926164533584664	-2.18855374728047	770001.5
57	7.03901734759377	0.812234759400682	-2.29458878315658	772501.5
68	8.39742420414695	1.4193248714719	-2.18877886060955	775001.5
96	11.8551871117369	1.48801803944367	-2.35954770350255	777501.5
93	11.4847125144951	1.56001667708985	-2.32721057007169	780001.5
99	12.2256617089787	1.64006377225202	-2.34051027499058	782501.5
83	10.2497971903558	0.648731748422576	-2.5040348865992	785001.5
58	7.1625088800077	0.518584091583061	-2.4099758113664	787501.5
50	6.17457662069629	0.478513272673355	-2.36221409043736	790001.5
54	6.66854275035199	0.441019768810906	-2.40989116670895	792501.5
65	8.02694960690518	0.467822318526544	-2.47127478600246	795001.5
64	7.90345807449125	0.426990460587163	-2.4791998681691	797501.5
72	8.89139033380266	0.515879349476052	-2.4923413111382	800001.5
60	7.40949194483555	0.9058766188962	-2.2874716411339	802501.5
51	6.29806815311022	0.867605046581343	-2.21241132064685	805001.5
50	6.17457662069629	0.97684585729931	-2.15555061406712	807501.5
46	5.68061049104059	0.827069148264614	-2.16837617783794	810001.5
41	5.06315282897096	0.418074089733313	-2.29751057447504	812501.5
36	4.44569516690133	0.837091257153092	-1.99944739142472	815001.5
42	5.18664436138488	0.922285348530625	-2.06493759843959	817501.5
48	5.92759355586844	1.1621794137768	-2.0497726389797	820001.5
67	8.27393267173303	1.11973328400673	-2.27477075880736	822501.5
80	9.87932259311406	0.716928714249223	-2.4729320979247	825001.5
79	9.75583106070014	0.553687604048305	-2.51286517485095	827501.5
64	7.90345807449125	0.283573947332106	-2.52675684549005	830001.5
52	6.42155968552414	0.204970829773303	-2.48886934436538	832501.5
50	6.17457662069629	0.474880133416719	-2.36372078940122	835001.5
51	6.29806815311022	0.466305525460455	-2.37590374957627	837501.5
60	7.40949194483555	0.497647297166363	-2.43105531724892	840001.5
55	6.79203428276592	0.565829582456171	-2.3697788695159	842501.5
46	5.68061049104059	0.236546902847143	-2.43219887533129	845001.5
43	5.31013589379881	0.212790270914627	-2.41757917085675	847501.5
39	4.81616976414311	0.204119358636707	-2.38342124409598	850001.5
62	7.6564750096634	0.238733715614513	-2.53215072576905	852501.5
69	8.52091573656088	0.298815867898657	-2.54457716840533	855001.5
69	8.52091573656088	0.739769280683056	-2.40811081498895	857501.5
78	9.63233952828621	0.745239248708847	-2.45571312403416	860001.5
66	8.1504411393191	0.88657523628324	-2.34173914650733	862501.5
61	7.53298347724947	0.834066479343017	-2.32094580926788	865001.5
59	7.28600041242162	0.41463355911999	-2.45406163637157	867501.5
65	8.02694960690518	0.968625931113049	-2.30754909475412	870001.5
55	6.79203428276592	0.734136065087628	-2.3057191147631	872501.5
59	7.28600041242162	0.845864345967403	-2.30005051267264	875001.5
70	8.64440726897481	0.98668299142363	-2.33872194767128	877501.5
67	8.27393267173303	0.53333450777628	-2.4612238777207	880001.5
71	8.76789880138873	0.540934915307983	-2.47993459254511	882501.5
74	9.13837339863051	0.870909929034285	-2.39868636470947	885001.5
71	8.76789880138873	0.951553053992078	-2.35615793075958	887501.5
66	8.1504411393191	0.89060827336334	-2.34043896820891	890001.5
71	8.76789880138873	0.891935981114957	-2.37412889105325	892501.5
81	10.002814125528	0.743329604476976	-2.47042734698478	895001.5
84	10.3732887227698	0.657625217638959	-2.50578872287878	897501.5
86	10.6202717875976	0.730623306233062	-2.49525646114348	900001.5
74	9.13837339863051	0.745357867446497	-2.43511350095256	902501.5
49	6.05108508828236	0.433875632364124	-2.37203972241234	905001.5
52	6.42155968552414	0.796436152877238	-2.25207068434675	907501.5
57	7.03901734759377	1.24192878765191	-2.13624519504349	910001.5
62	7.6564750096634	1.59679024742577	-2.06855895351081	912501.5
72	8.89139033380266	1.71769327660774	-2.1347117283585	915001.5
52	6.42155968552414	1.64945285639205	-1.91055748910855	917501.5
40	4.93966129655703	1.09762968052216	-1.94195925454502	920001.5
37	4.56918669931525	0.808865869807127	-2.03454013535667	922501.5
37	4.56918669931525	0.743972024769002	-2.06965127035122	925001.5
43	5.31013589379881	0.395226476641798	-2.33105296612069	927501.5
42	5.18664436138488	0.389828149635776	-2.32277022609677	930001.5
44	5.43362742621273	0.34061194349755	-2.3669092047017	932501.5
42	5.18664436138488	0.325424047306562	-2.35395673079594	935001.5
55	6.79203428276592	0.586138049896209	-2.36204918838138	937501.5
60	7.40949194483555	1.14767152005215	-2.20242679274642	940001.5
53	6.54505121793807	1.26685516475966	-2.07724639415093	942501.5
50	6.17457662069629	1.81531884657958	-1.80782753082289	945001.5
39	4.81616976414311	1.478643048619	-1.7247712789567	947501.5
63	7.77996654207733	1.25079524468051	-2.196485912765	950001.5
78	9.63233952828621	1.36936113239789	-2.2832536881601	952501.5
87	10.7437633200115	0.901923443936498	-2.45651601936837	955001.5
80	9.87932259311406	0.905896584426299	-2.42192962872118	957501.5
56	6.91552581517984	0.569068696104079	-2.37649423391088	960001.5
49	6.05108508828236	0.406659678731132	-2.3835324971802	962501.5
53	6.54505121793807	0.737381050950271	-2.28562216925017	965001.5
65	8.02694960690518	1.16991488224741	-2.24174251541473	967501.5
66	8.1504411393191	1.24682680196249	-2.22560054962201	970001.5
62	7.6564750096634	1.52626083790632	-2.09263516329262	972501.5
51	6.29806815311022	1.09421028988188	-2.12009064821777	975001.5
36	4.44569516690133	0.977653874046866	-1.92156476293206	977501.5
33	4.07522056965955	0.931605727758253	-1.87754401545014	980001.5
51	6.29806815311022	1.04489249442874	-2.14018308726568	982501.5
69	8.52091573656088	1.24590838757792	-2.25147077947315	985001.5
82	10.1263056579419	0.907759250940288	-2.43157348056731	987501.5
89	10.9907463848394	0.924311262614251	-2.45972745294328	990001.5
79	9.75583106070014	0.47617848009466	-2.53403089338531	992501.5
62	7.6564750096634	0.784132688564155	-2.34597108557371	995001.5
50	6.17457662069629	0.818533296925602	-2.22120440651271	997501.5
37	4.56918669931525	1.02132436058922	-1.91958842081108	1000001.5
31	3.8282375048317	2.7820098829374	-0.659171355612944	1002501.5
41	5.06315282897096	3.31442656355058	-0.864940577374362	1005001.5
51	6.29806815311022	3.60656807218126	-1.09653728084626	1007501.5
62	7.6564750096634	3.52008033189758	-1.4120167272179	1010001.5
74	9.13837339863051	2.17486574649062	-2.02036222079053	1012501.5
74	9.13837339863051	3.58715511748834	-1.61060664464623	1015001.5
97	11.9786786441508	5.37122203724746	-1.48926170557012	1017501.5
87	10.7437633200115	5.21276149706242	-1.38053400099095	1020001.5
74	9.13837339863051	4.74105881903889	-1.27581797756884	1022501.5
71	8.76789880138873	2.33788312531013	-1.93826283019108	1025001.5
42	5.18664436138488	0.211063839782493	-2.40933356271135	1027501.5
52	6.42155968552414	0.25211884188181	-2.46999319786325	1030001.5
55	6.79203428276592	0.208204658427949	-2.50589581859921	1032501.5
67	8.27393267173303	0.923826217677128	-2.33706195895128	1035001.5
79	9.75583106070014	1.05054802444016	-2.37718556356843	1037501.5
80	9.87932259311406	1.17145281528655	-2.35025594433471	1040001.5
79	9.75583106070014	1.19628699862297	-2.33738805393737	1042501.5
60	7.40949194483555	0.439798348145995	-2.45140212801826	1045001.5
85	10.4967802551837	0.943887464876816	-2.43675433760304	1047501.5
82	10.1263056579419	1.6876668810025	-2.22585745693141	1050001.5
80	9.87932259311406	2.25490462055216	-2.05783206677404	1052501.5
75	9.26186493104444	2.2452125301318	-2.01065222284873	1055001.5
47	5.80410202345451	1.66718635767073	-1.81316735762381	1057501.5
48	5.92759355586844	0.79179357990763	-2.20908864499581	1060001.5
54	6.66854275035199	0.29404821675519	-2.46676537594213	1062501.5
64	7.90345807449125	0.333857722109182	-2.51008272420227	1065001.5
51	6.29806815311022	0.269183497902151	-2.45621273920821	1067501.5
44	5.43362742621273	0.247484490012831	-2.41018891347375	1070001.5
45	5.55711895862666	0.263049969611289	-2.41182073614437	1072501.5
50	6.17457662069629	0.358505169017021	-2.41198264392826	1075001.5
72	8.89139033380266	0.625711492217847	-2.45965802922759	1077501.5
76	9.38535646345836	0.85230264220302	-2.41537125316312	1080001.5
68	8.39742420414695	1.28777023198184	-2.23004282092359	1082501.5
82	10.1263056579419	1.23891399260688	-2.34422488435164	1085001.5
70	8.64440726897481	1.48211763807779	-2.18741278064322	1087501.5
66	8.1504411393191	1.2393925781078	-2.22799720909465	1090001.5
69	8.52091573656088	0.728407719613491	-2.41162699325933	1092501.5
44	5.43362742621273	0.631287160108871	-2.23182187812456	1095001.5
52	6.42155968552414	0.259743325493927	-2.46694066471861	1097501.5
56	6.91552581517984	0.344220419452299	-2.46069091608204	1100001.5
54	6.66854275035199	0.951617648354165	-2.21230292443367	1102501.5
64	7.90345807449125	1.09188195673939	-2.25872156280711	1105001.5
54	6.66854275035199	1.01206622683778	-2.1889108798343	1107501.5
52	6.42155968552414	1.38594191792405	-2.01605655167744	1110001.5
47	5.80410202345451	0.747370862657706	-2.21631297753294	1112501.5
41	5.06315282897096	0.726303117852414	-2.14505687213371	1115001.5
41	5.06315282897096	1.46445460337594	-1.77995846610904	1117501.5
39	4.81616976414311	1.09205753595997	-1.92455142932782	1120001.5
49	6.05108508828236	1.19092801545567	-2.05235103379702	1122501.5
53	6.54505121793807	1.13207785382296	-2.13028831990282	1125001.5
54	6.66854275035199	0.84575688443775	-2.25326831639118	1127501.5
87	10.7437633200115	1.06722511428798	-2.41525684360857	1130001.5
99	12.2256617089787	1.04290416251942	-2.47254421494775	1132501.5
90	11.1142379172533	0.986838605114112	-2.44887218714567	1135001.5
